,Unnamed: 0.1,Unnamed: 0,index,country,month,name,artists,borda_score,origin_country
3676,7332,3676,13922,BR,2024-03,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade - Ao Vivo,Lauana Prado,1136,BR
3677,8806,3677,13873,BR,2024-03,Aquariano Nato,"MC Saci, Complexo dos Hits, DJ Sammer, Mc Pretchako",1126,BR
3678,8810,3678,13932,BR,2024-03,Passada de Mão - Ao Vivo,"Dilsinho, Ana Castela",1094,BR
3679,2435,3679,13916,BR,2024-03,Lua,"Ana Castela, Hungria, Alok",1089,BR
3680,8811,3680,15961,BY,2024-03,ПОДАРОК,"АКУЛИЧ, Молодой Платон",1395,BY
3681,2452,3681,15948,BY,2024-03,Кисти,"uniqe, nkeeei, ARTEM SHILOVETS",1326,RU
3682,7350,3682,15942,BY,2024-03,Дымок,"Ицык Цыпер, Игорь Цыба",1319,KZ
3683,7927,3683,15980,BY,2024-03,ЧСВ,"Lida, СЕРЕГА ПИРАТ",1285,RU
3684,7924,3684,15965,BY,2024-03,Разноцветные таблетки,5mewmet,1254,RU
3685,2472,3685,15968,BY,2024-03,Самый лучший день,Кишлак,1199,RU
3686,5831,3686,15920,BY,2024-03,Lost Angeles,FRIENDLY THUG 52 NGG,1136,RU
3687,5819,3687,15963,BY,2024-03,Прощание,"Три дня дождя, MONA",1130,RU
3688,8814,3688,15929,BY,2024-03,juice,daryana,1109,RU
3689,8819,3689,15943,BY,2024-03,Жить в кайф,Max Korzh,1078,BY
3690,7738,3690,17971,CA,2024-03,Beautiful Things,Benson Boone,1425,US
3691,8632,3691,17974,CA,2024-03,CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",1404,US
3692,3682,3692,18040,CA,2024-03,Stick Season,Noah Kahan,1323,US
3693,8570,3693,17983,CA,2024-03,End of Beginning,Djo,1313,US
3694,5081,3694,18011,CA,2024-03,Lose Control,Teddy Swims,1294,US
3695,8761,3695,18043,CA,2024-03,TEXAS HOLD 'EM,Beyoncé,1230,US
3696,1132,3696,18001,CA,2024-03,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",1218,US
3697,126,3697,18068,CA,2024-03,greedy,Tate McRae,1210,CA
3698,6561,3698,18012,CA,2024-03,Lovin On Me,Jack Harlow,1092,US
3699,8822,3699,18054,CA,2024-03,Whatever She Wants,Bryson Tiller,1026,US
3700,7739,3700,20200,CH,2024-03,Beautiful Things,Benson Boone,1447,US
3701,5082,3701,20236,CH,2024-03,Lose Control,Teddy Swims,1388,US
3702,8762,3702,20271,CH,2024-03,TEXAS HOLD 'EM,Beyoncé,1361,US
3703,8571,3703,20214,CH,2024-03,End of Beginning,Djo,1358,US
3704,127,3704,20296,CH,2024-03,greedy,Tate McRae,1332,CA
3705,8633,3705,20203,CH,2024-03,CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",1312,US
3706,7905,3706,20282,CH,2024-03,Unwritten,Natasha Bedingfield,1216,GB
3707,7306,3707,20246,CH,2024-03,Overdrive (feat. Norma Jean Martine),"Ofenbach, Norma Jean Martine",1198,FR
3708,873,3708,20263,CH,2024-03,Si No Estás,iñigo quintero,1177,ES
3709,1002,3709,20284,CH,2024-03,Vois sur ton chemin - Techno Mix,BENNETT,1137,US
3710,7933,3710,22397,CL,2024-03,Gata Only,"FloyyMenor, Cris Mj",1450,CL
3711,5862,3711,22388,CL,2024-03,Daytona,Cris Mj,1410,CL
3712,7355,3712,22395,CL,2024-03,Ese Guille,"Kidd Voodoo, Pablo Chill-E",1354,CL
3713,2502,3713,22425,CL,2024-03,PRINCESITA DE ...,"Jere Klein, Nickoog Clk, Lucky Brown, El BAI",1349,CL
3714,2592,3714,22406,CL,2024-03,LUNA,"Feid, ATL Jacob",1282,CO
3715,7356,3715,22418,CL,2024-03,Minnie <3,"Kidd Voodoo, Daiko 02",1266,CL
3716,2238,3716,22403,CL,2024-03,LA FALDA,Myke Towers,1234,PR
3717,2503,3717,22405,CL,2024-03,LOCA FARANDULERA,"Jere Klein, Cris Mj",1222,CL
3718,8824,3718,22441,CL,2024-03,Vida Peligrosa,Standly,1165,CL
3719,7357,3719,22392,CL,2024-03,Enrolar,"Kidd Voodoo, DrefQuila",1090,CL
3720,2593,3720,24168,CO,2024-03,LUNA,"Feid, ATL Jacob",1450,CO
3721,1400,3721,24189,CO,2024-03,PERRO NEGRO,"Bad Bunny, Feid",1411,PR
3722,8071,3722,24200,CO,2024-03,SI SABE FERXXO,"Blessd, Feid",1391,CO
3723,6950,3723,24170,CO,2024-03,La Diabla,Xavi,1372,MX
3724,1892,3724,24202,CO,2024-03,Según Quién,"Maluma, Carin Leon",1327,CO
3725,2594,3725,24141,CO,2024-03,CUAL ES ESA,"Feid, Pirlo",1283,CO
3726,2009,3726,24195,CO,2024-03,QLONA,"KAROL G, Peso Pluma",1272,CO
3727,2010,3727,24131,CO,2024-03,AMARGURA,KAROL G,1239,CO
3728,2239,3728,24162,CO,2024-03,LA FALDA,Myke Towers,1225,PR
3729,2595,3729,24138,CO,2024-03,CLASSY 101,"Feid, Young Miko",1155,CO
3730,2596,3730,26001,CR,2024-03,LUNA,"Feid, ATL Jacob",1440,CO
3731,1893,3731,26039,CR,2024-03,Según Quién,"Maluma, Carin Leon",1374,CO
3732,2011,3732,25956,CR,2024-03,AMARGURA,KAROL G,1373,CO
3733,2012,3733,26027,CR,2024-03,QLONA,"KAROL G, Peso Pluma",1341,CO
3734,1401,3734,26021,CR,2024-03,PERRO NEGRO,"Bad Bunny, Feid",1311,PR
3735,6951,3735,26004,CR,2024-03,La Diabla,Xavi,1297,MX
3736,2013,3736,26010,CR,2024-03,MI EX TENÍA RAZÓN,KAROL G,1235,CO
3737,2240,3737,25996,CR,2024-03,LA FALDA,Myke Towers,1187,PR
3738,2780,3738,26026,CR,2024-03,Primera Cita,Carin Leon,1085,MX
3739,2014,3739,25968,CR,2024-03,CONTIGO (with Tiësto),"KAROL G, Tiësto",1024,CO
3740,7740,3740,27822,CZ,2024-03,Beautiful Things,Benson Boone,1428,US
3741,8572,3741,27835,CZ,2024-03,End of Beginning,Djo,1427,US
3742,8634,3742,27824,CZ,2024-03,CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",1376,US
3743,2805,3743,27833,CZ,2024-03,Dopamin,Viktor Sheen,1313,CZ
3744,128,3744,27903,CZ,2024-03,greedy,Tate McRae,1298,CA
3745,2839,3745,27877,CZ,2024-03,Safír,"Calin, Viktor Sheen",1294,CZ
3746,7372,3746,27902,CZ,2024-03,cool,Grey256,1266,CZ
3747,7906,3747,27894,CZ,2024-03,Unwritten,Natasha Bedingfield,1242,GB
3748,5885,3748,27841,CZ,2024-03,Habibi,STEIN27,1214,CZ
3749,7375,3749,27893,CZ,2024-03,U Hřiště 380,"Rohony, mdmx",1164,CZ
3750,7741,3750,30053,DE,2024-03,Beautiful Things,Benson Boone,1429,US
3751,8783,3751,30155,DE,2024-03,"ZEIT, DASS SICH WAS DREHT","$OHO BANI, Herbert Grönemeyer, Ericson",1421,DE
3752,1003,3752,30147,DE,2024-03,Vois sur ton chemin - Techno Mix,BENNETT,1313,US
3753,7907,3753,30145,DE,2024-03,Unwritten,Natasha Bedingfield,1281,GB
3754,8573,3754,30067,DE,2024-03,End of Beginning,Djo,1279,US
3755,8635,3755,30056,DE,2024-03,CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",1258,US
3756,8763,3756,30138,DE,2024-03,TEXAS HOLD 'EM,Beyoncé,1246,US
3757,8737,3757,30134,DE,2024-03,Stumblin' In,CYRIL,1205,AU
3758,7288,3758,30047,DE,2024-03,Another Vibe (feat. Omah Lay),"Luciano, Omah Lay",1190,IT
3759,5083,3759,30100,DE,2024-03,Lose Control,Teddy Swims,1171,US
3760,8825,3760,32465,DK,2024-03,Bellevue (feat. D1MA),"Tobias Rahim, D1MA",1449,DK
3761,8147,3761,32459,DK,2024-03,Alt Det (feat. Noah Carter),"Thor Farlov, Noah Carter, Danseorkestret",1419,DK
3762,7742,3762,32463,DK,2024-03,Beautiful Things,Benson Boone,1364,US
3763,2886,3763,32458,DK,2024-03,555 (feat. KESI),"Gilli, KESI",1351,DK
3764,8152,3764,32474,DK,2024-03,Det Modsatte,Mumle,1268,DK
3765,8764,3765,32525,DK,2024-03,TEXAS HOLD 'EM,Beyoncé,1258,US
3766,2895,3766,32487,DK,2024-03,I KNOW,D1MA,1200,DK
3767,5084,3767,32505,DK,2024-03,Lose Control,Teddy Swims,1187,US
3768,129,3768,32544,DK,2024-03,greedy,Tate McRae,1098,CA
3769,8145,3769,32517,DK,2024-03,Sent,"Artigeardit, Lamin",1086,DK
3770,6810,3770,34544,DO,2024-03,Tuwi Tuwi,"Jey One, Donaty",1377,DO
3771,1402,3771,34512,DO,2024-03,PERRO NEGRO,"Bad Bunny, Feid",1361,PR
3772,8835,3772,34479,DO,2024-03,EN BLUSA,"Papera, Yoan Retro",1262,DO
3773,6952,3773,34496,DO,2024-03,La Diabla,Xavi,1237,MX
3774,2597,3774,34493,DO,2024-03,LUNA,"Feid, ATL Jacob",1226,CO
3775,1403,3775,34504,DO,2024-03,MONACO,Bad Bunny,1179,PR
3776,2015,3776,34455,DO,2024-03,AMARGURA,KAROL G,1143,CO
3777,8155,3777,34487,DO,2024-03,Hey Lil Mama,"Eladio Carrion, Rauw Alejandro",1117,PR
3778,8836,3778,34517,DO,2024-03,Pitone,Jhayseven,1115,DO
3779,2016,3779,34520,DO,2024-03,QLONA,"KAROL G, Peso Pluma",1099,CO
3780,2598,3780,36493,EC,2024-03,LUNA,"Feid, ATL Jacob",1450,CO
3781,1404,3781,36510,EC,2024-03,PERRO NEGRO,"Bad Bunny, Feid",1414,PR
3782,2241,3782,36488,EC,2024-03,LA FALDA,Myke Towers,1380,PR
3783,6953,3783,36497,EC,2024-03,La Diabla,Xavi,1342,MX
3784,7934,3784,36483,EC,2024-03,Gata Only,"FloyyMenor, Cris Mj",1340,CL
3785,1894,3785,36520,EC,2024-03,Según Quién,"Maluma, Carin Leon",1319,CO
3786,2017,3786,36514,EC,2024-03,QLONA,"KAROL G, Peso Pluma",1264,CO
3787,4996,3787,36477,EC,2024-03,Es un Secreto,Plan B,1245,GB
3788,2018,3788,36456,EC,2024-03,AMARGURA,KAROL G,1194,CO
3789,8837,3789,36494,EC,2024-03,La Bachata,Manuel Turizo,1154,CO
3790,8636,3790,38412,EE,2024-03,CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",1438,US
3791,7426,3791,38398,EE,2024-03,(nendest) narkootikumidest ei tea me (küll) midagi,"5MIINUST, Puuluup",1397,EE
3792,8574,3792,38418,EE,2024-03,End of Beginning,Djo,1385,US
3793,7743,3793,38410,EE,2024-03,Beautiful Things,Benson Boone,1330,US
3794,8162,3794,38452,EE,2024-03,ONE CALL,Rich Amiri,1259,US
3795,7531,3795,38422,EE,2024-03,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",1168,US
3796,1081,3796,38458,EE,2024-03,Prada,"cassö, RAYE, D-Block Europe",1146,GB
3797,8167,3797,38399,EE,2024-03,A.I.A. (Anna Inimesele Andeks) (feat. Lea Dali Lion),"Arop, Lea Dali Lion",1138,EE
3798,5085,3798,38440,EE,2024-03,Lose Control,Teddy Swims,1125,US
3799,130,3799,38486,EE,2024-03,greedy,Tate McRae,1117,CA
3800,6838,3800,40638,EG,2024-03,ايويا يا حبيبتي وحشتيني - مهرجان - ايويا يا حبيبتي وحشتيني - اسلام كابونجا - كلوشه - توزيع فيجو الدخلاوي - مهرجانات 2023,Eslam Kabonga,1445,EG
3801,8189,3801,40649,EG,2024-03,زماني صابني عيار,"Magdy El Zahar, Eslam Kabonga",1392,EG
3802,8170,3802,40673,EG,2024-03,هيجيلي موجوع,Tamer Ashour,1377,EG
3803,6839,3803,40634,EG,2024-03,اللي نفسه فيا بيتي ميتوهش,Eslam Kabonga,1315,EG
3804,2954,3804,40650,EG,2024-03,سيبك من اللي خلع - من فيلم حمص وحلاوة,"Mahmoud El Leithy, Essam Sasa",1299,EG
3805,6821,3805,40605,EG,2024-03,Matafetch,Marwan Pablo,1276,EG
3806,8185,3806,40651,EG,2024-03,سيبك من كرته المواقع ( خد كشاف انا عارف انك ياض بتخاف ),Ameen Khattab,1199,ZA
3807,2978,3807,40669,EG,2024-03,منحرفين ( في حضورنا الدنيا بتتشقلب ),Essam Sasa,1172,EG
3808,6822,3808,40595,EG,2024-03,El Mabda2,Marwan Pablo,1126,EG
3809,8856,3809,40655,EG,2024-03,عالعموم,Shehab,1120,EG
3810,8870,3810,42218,ES,2024-03,FARDOS,"JC Reyes, De La Ghetto",1434,ES
3811,7935,3811,42220,ES,2024-03,Gata Only,"FloyyMenor, Cris Mj",1369,CL
3812,8879,3812,42269,ES,2024-03,X'CLUSIVO - REMIX,"Gonzy, SAIKO, Arcángel",1340,ES
3813,2599,3813,42231,ES,2024-03,LUNA,"Feid, ATL Jacob",1334,CO
3814,2242,3814,42226,ES,2024-03,LA FALDA,Myke Towers,1310,PR
3815,6853,3815,42240,ES,2024-03,Manos Rotas,"DELLAFUENTE, Morad",1257,ES
3816,8883,3816,42217,ES,2024-03,El Patio,"Pepe y Vizio, Delaossa, KIDDO",1206,ES
3817,801,3817,42265,ES,2024-03,Una Foto Remix (feat. Emilia),"Mesita, Nicki Nicole, Tiago PZK, Emilia",1143,US
3818,8202,3818,42235,ES,2024-03,M.A.I,Milo j,1083,AR
3819,1177,3819,42205,ES,2024-03,Casanova,"Soolking, Lola Indigo, Rvfv",1049,DZ
3820,7440,3820,44154,FI,2024-03,Timanttei,Mirella,1424,NL
3821,8212,3821,44157,FI,2024-03,Tunnista tuntiin,"Ege Zulu, BEHM",1334,FI
3822,8884,3822,44100,FI,2024-03,Heikkouteni (feat. TUULI),"Jore & Zpoppa, TUULI",1280,FI
3823,8889,3823,44092,FI,2024-03,Elli,"Tupe., Vepu",1235,FI
3824,8205,3824,44106,FI,2024-03,Jos puhutaan totta,ANI,1218,US
3825,8890,3825,44129,FI,2024-03,Mon chéri,Pilvi Hämäläinen,1198,FI
3826,8891,3826,44141,FI,2024-03,Ruoska,"Käärijä, Erika Vikman",1178,FI
3827,8892,3827,44162,FI,2024-03,Vaan sä,"Blacflaco, Cledos",1144,FI
3828,8208,3828,44135,FI,2024-03,Paskana,Sara Siipola,1108,FI
3829,6866,3829,44168,FI,2024-03,Väärään aikaan (feat. HUGO),"AHTI, HUGO",1106,FI
3830,7744,3830,46296,FR,2024-03,Beautiful Things,Benson Boone,1430,US
3831,3122,3831,46339,FR,2024-03,Petit génie,"Jungeli, Imen Es, Alonzo, Abou Debeing, Lossa",1419,FR
3832,8893,3832,46302,FR,2024-03,Ceux qu'on était,Pierre Garnier,1368,FR
3833,6874,3833,46328,FR,2024-03,MAMI WATA,"Gazo, Tiakola",1364,FR
3834,8220,3834,46343,FR,2024-03,Pyramide,"Werenoi, Damso",1302,FR
3835,7468,3835,46318,FR,2024-03,I love you,"Dadju, Tayc",1300,FR
3836,5086,3836,46327,FR,2024-03,Lose Control,Teddy Swims,1275,US
3837,874,3837,46348,FR,2024-03,Si No Estás,iñigo quintero,1217,ES
3838,8221,3838,46357,FR,2024-03,Tu connais,Werenoi,1197,FR
3839,8222,3839,46329,FR,2024-03,Maudit,"Werenoi, Hamza",1130,FR
3840,3683,3840,48333,GB,2024-03,Stick Season,Noah Kahan,1431,US
3841,7745,3841,48266,GB,2024-03,Beautiful Things,Benson Boone,1413,US
3842,8575,3842,48280,GB,2024-03,End of Beginning,Djo,1392,US
3843,8765,3843,48335,GB,2024-03,TEXAS HOLD 'EM,Beyoncé,1351,US
3844,5087,3844,48302,GB,2024-03,Lose Control,Teddy Swims,1328,US
3845,8637,3845,48270,GB,2024-03,CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",1250,US
3846,131,3846,48359,GB,2024-03,greedy,Tate McRae,1233,CA
3847,1082,3847,48318,GB,2024-03,Prada,"cassö, RAYE, D-Block Europe",1146,GB
3848,434,3848,48274,GB,2024-03,Cruel Summer,Taylor Swift,1091,US
3849,6562,3849,48303,GB,2024-03,Lovin On Me,Jack Harlow,1075,US
3850,3238,3850,50074,GR,2024-03,MILLION,"RACK, Beyond",1395,GR
3851,3260,3851,50015,GR,2024-03,Arga,"Light, Trannos",1335,GB
3852,3194,3852,50012,GR,2024-03,Allou,"TOQUEL, LILA, Beyond",1262,GR
3853,8895,3853,50107,GR,2024-03,Sukarie,"Trannos, Thodoris Verlis",1262,GR
3854,8234,3854,50002,GR,2024-03,AKINHTA,"Ivan Greko, DIFF, Strat, BeTaf Beats, Sanko",1194,GR
3855,3239,3855,50003,GR,2024-03,ALILOUYA,"RACK, Ortiz",1155,GR
3856,8899,3856,50089,GR,2024-03,PRIN MAFISEIS,"Saske, RACK",1132,ES
3857,3269,3857,50021,GR,2024-03,Balkan Disco,"Lava, ROPEX LATERIO, Paris Kalpos",1120,GR
3858,8900,3858,50120,GR,2024-03,XILIOMETRA,"Saske, SIDARTA",1064,ES
3859,8910,3859,50009,GR,2024-03,Alitheia,"Bossikan, Aspa",1003,GR
3860,6954,3860,52019,GT,2024-03,La Diabla,Xavi,1450,MX
3861,6955,3861,52022,GT,2024-03,La Víctima,Xavi,1412,MX
3862,2600,3862,52016,GT,2024-03,LUNA,"Feid, ATL Jacob",1386,CO
3863,1895,3863,52047,GT,2024-03,Según Quién,"Maluma, Carin Leon",1338,CO
3864,3303,3864,52042,GT,2024-03,Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",1300,MX
3865,2019,3865,52040,GT,2024-03,QLONA,"KAROL G, Peso Pluma",1283,CO
3866,2243,3866,52011,GT,2024-03,LA FALDA,Myke Towers,1219,PR
3867,6015,3867,52008,GT,2024-03,HARLEY QUINN,"Fuerza Regida, Marshmello",1211,MX
3868,1405,3868,52035,GT,2024-03,PERRO NEGRO,"Bad Bunny, Feid",1177,PR
3869,2367,3869,51995,GT,2024-03,EL AMOR DE SU VIDA,"Grupo Frontera, Grupo Firme",1131,MX
3870,3377,3870,53654,HK,2024-03,岩巉,Keung To,1431,HK
3871,3378,3871,53678,HK,2024-03,黑月,Keung To,1430,HK
3872,3379,3872,53661,HK,2024-03,濤,Keung To,1369,HK
3873,3380,3873,53599,HK,2024-03,"Dear My Friend,",Keung To,1321,HK
3874,3381,3874,53601,HK,2024-03,Dummy,Keung To,1309,HK
3875,6089,3875,53602,HK,2024-03,EASY,LE SSERAFIM,1264,KR
3876,3466,3876,53617,HK,2024-03,MY LIFE,Anson Lo 盧瀚霆,1216,HK
3877,4483,3877,53613,HK,2024-03,Love Me Again,V,1201,KR
3878,8249,3878,53679,HK,2024-03,黑玻璃,Kaho Hung,1169,HK
3879,7009,3879,53668,HK,2024-03,緊急聯絡人,Gareth.T,1145,HK
3880,6956,3880,55321,HN,2024-03,La Diabla,Xavi,1450,MX
3881,2601,3881,55317,HN,2024-03,LUNA,"Feid, ATL Jacob",1420,CO
3882,1406,3882,55340,HN,2024-03,PERRO NEGRO,"Bad Bunny, Feid",1383,PR
3883,2244,3883,55312,HN,2024-03,LA FALDA,Myke Towers,1350,PR
3884,6957,3884,55323,HN,2024-03,La Víctima,Xavi,1324,MX
3885,1896,3885,55351,HN,2024-03,Según Quién,"Maluma, Carin Leon",1313,CO
3886,4997,3886,55302,HN,2024-03,Es un Secreto,Plan B,1290,GB
3887,3304,3887,55349,HN,2024-03,Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",1248,MX
3888,2368,3888,55299,HN,2024-03,EL AMOR DE SU VIDA,"Grupo Frontera, Grupo Firme",1189,MX
3889,6016,3889,55308,HN,2024-03,HARLEY QUINN,"Fuerza Regida, Marshmello",1174,MX
3890,8911,3890,57147,HU,2024-03,Tiara,Manuel,1445,ES
3891,8256,3891,57179,HU,2024-03,Úgy Hiszem,Pogány Induló,1416,HU
3892,8257,3892,57143,HU,2024-03,Székelykapu,"Pogány Induló, Parno Graszt",1372,HU
3893,8258,3893,57126,HU,2024-03,Mámor,Pogány Induló,1361,HU
3894,8638,3894,57090,HU,2024-03,CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",1301,US
3895,7746,3895,57089,HU,2024-03,Beautiful Things,Benson Boone,1230,US
3896,3581,3896,57169,HU,2024-03,introvertált dal,Azahriah,1204,HU
3897,3507,3897,57136,HU,2024-03,Rampapapam,"DESH, Young Fly, Azahriah, Lord Panamo",1158,HU
3898,8921,3898,57138,HU,2024-03,Rólad Szól,KKevin,1149,HU
3899,8259,3899,57103,HU,2024-03,Gengetek ellen,Pogány Induló,1132,HU
3900,8286,3900,58891,ID,2024-03,drunk text,Henry Moodie,1447,GB
3901,3605,3901,58894,ID,2024-03,penjaga hati,Nadhif Basalamah,1404,ID
3902,8270,3902,58879,ID,2024-03,Tak Dianggap,Lyodra,1377,ID
3903,8576,3903,58838,ID,2024-03,End of Beginning,Djo,1327,US
3904,645,3904,58860,ID,2024-03,My Love Mine All Mine,Mitski,1274,US
3905,3632,3905,58880,ID,2024-03,Tak Segampang Itu,Anggi Marito,1271,ID
3906,8271,3906,58864,ID,2024-03,Pesan Terakhir,Lyodra,1250,ID
3907,8283,3907,58884,ID,2024-03,Tapi Tahukah Kamu?,"Dygta, Kamasean",1211,ID
3908,8927,3908,58836,ID,2024-03,"Dia Masa Lalumu, Aku Masa Depanmu",Vionita,1199,ID
3909,7013,3909,58846,ID,2024-03,Karena Kamu,Geisha,1171,ID
3910,7747,3910,60398,IE,2024-03,Beautiful Things,Benson Boone,1425,US
3911,3684,3911,60462,IE,2024-03,Stick Season,Noah Kahan,1422,US
3912,8577,3912,60415,IE,2024-03,End of Beginning,Djo,1390,US
3913,8766,3913,60464,IE,2024-03,TEXAS HOLD 'EM,Beyoncé,1366,US
3914,5088,3914,60438,IE,2024-03,Lose Control,Teddy Swims,1299,US
3915,8298,3915,60459,IE,2024-03,Scared To Start,Michael Marcagi,1296,US
3916,132,3916,60494,IE,2024-03,greedy,Tate McRae,1222,CA
3917,1083,3917,60450,IE,2024-03,Prada,"cassö, RAYE, D-Block Europe",1180,GB
3918,8639,3918,60403,IE,2024-03,CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",1152,US
3919,7908,3919,60478,IE,2024-03,Unwritten,Natasha Bedingfield,1100,GB
3920,3773,3920,62412,IL,2024-03,מנגן ושר,Osher Cohen,1442,IL
3921,6122,3921,62413,IL,2024-03,משהו אמיתי בעיניים,ששון איפרם שאולוב,1390,IL
3922,7019,3922,62432,IL,2024-03,פחד אלוהים,Kfir Tsafrir,1334,IL
3923,6123,3924,62385,IL,2024-03,בואי נדבר,Benson Boone,1294,IL
3924,7748,3923,62354,IL,2024-03,Beautiful Things,ששון איפרם שאולוב,1294,US
3925,8929,3925,62433,IL,2024-03,צוחקת ובוכה,Eden Hason,1287,IL
3926,3723,3926,62392,IL,2024-03,ואיך שלא,Omer Adam,1239,IL
3927,3774,3927,62375,IL,2024-03,אהבה,Osher Cohen,1228,IL
3928,8304,3928,62377,IL,2024-03,אין לי מקום אחר,Itay Levi,1228,IL
3929,3775,3929,62378,IL,2024-03,איפה אתה,Osher Cohen,1141,IL
3930,3903,3930,64144,IN,2024-03,Pehle Bhi Main,"Vishal Mishra, Raj Shekhar",1449,IN
3931,7027,3932,64151,IN,2024-03,"Satranga (From ""ANIMAL"")",Anuv Jain,1406,IN
3932,7230,3931,64113,IN,2024-03,Husn,"Arijit Singh, Shreyas Puranik, Siddharth - Garima",1406,IN
3933,7704,3933,64089,IN,2024-03,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Mitraz,1352,IN
3934,6140,3934,64141,IN,2024-03,O Maahi,"Pritam, Arijit Singh, Irshad Kamil",1332,IN
3935,3811,3935,64161,IN,2024-03,Tu hai kahan,AUR,1289,PK
3936,593,3936,64099,IN,2024-03,Chaleya,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",1254,IN
3937,8932,3937,64160,IN,2024-03,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Raghav, Tanishk Bagchi, Asees Kaur",1237,CA
3938,8934,3938,64118,IN,2024-03,"Katchi Sera - From ""Think Indie""",Sai Abhyankkar,1223,IN
3939,3826,3939,64110,IN,2024-03,Heeriye (feat. Arijit Singh),"Jasleen Royal, Arijit Singh, Harrykahanhai",1175,IN
3940,8640,3940,65988,IS,2024-03,CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",1425,US
3941,8311,3942,66015,IS,2024-03,Hvert ertu að fara?,"Izleifur, Daniil",1311,IS
3942,8938,3941,65980,IS,2024-03,BOSSED UP,"Háski, PATRi!K",1311,IS
3943,3918,3943,66053,IS,2024-03,Sama um,"PATRi!K, Daniil",1300,GB
3944,3919,3944,66056,IS,2024-03,Skína,"PATRi!K, Luigi",1293,GB
3945,3957,3945,65996,IS,2024-03,Dvel ég í draumahöll,Hafdís Huld,1202,IS
3946,8578,3946,65999,IS,2024-03,End of Beginning,Djo,1188,US
3947,7749,3947,65983,IS,2024-03,Beautiful Things,Benson Boone,1186,US
3948,8767,3948,66067,IS,2024-03,TEXAS HOLD 'EM,Beyoncé,1168,US
3949,5089,3949,66030,IS,2024-03,Lose Control,Teddy Swims,1079,US
3950,8941,3950,68449,IT,2024-03,100 MESSAGGI,Lazza,1445,IT
3951,6147,3951,68494,IT,2024-03,"I P’ ME, TU P’ TE",Geolier,1392,IT
3952,8313,3952,68539,IT,2024-03,TUTA GOLD,Mahmood,1359,IT
3953,8317,3953,68534,IT,2024-03,Sinceramente,Annalisa,1291,IT
3954,4000,3954,68507,IT,2024-03,La noia,Angelina Mango,1235,IT
3955,8947,3955,68482,IT,2024-03,Eva (feat. Tedua),"Kid Yugi, Tedua, Junior K",1234,IT
3956,8320,3956,68472,IT,2024-03,Casa Mia,Ghali,1232,IT
3957,8326,3957,68466,IT,2024-03,CLICK BOOM!,Rose Villain,1194,IT
3958,8948,3958,68545,IT,2024-03,Vai!,Alfa,1084,IT
3959,5235,3959,68543,IT,2024-03,UN RAGAZZO UNA RAGAZZA,The Kolors,1050,IT
3960,8336,3960,70437,JP,2024-03,Bling-Bang-Bang-Born,Creepy Nuts,1450,JP
3961,8953,3961,70480,JP,2024-03,幾億光年,Omoinotake,1411,JP
3962,7517,3962,70482,JP,2024-03,晩餐歌,tuki.,1383,JP
3963,4038,3963,70470,JP,2024-03,タイムパラドックス,Vaundy,1364,JP
3964,4024,3964,70466,JP,2024-03,アイドル,YOASOBI,1314,JP
3965,4053,3965,70469,JP,2024-03,ケセラセラ,Mrs. GREEN APPLE,1273,JP
3966,8961,3966,70468,JP,2024-03,オレンジ,SPYAIR,1271,JP
3967,8963,3967,70483,JP,2024-03,晴る,ヨルシカ,1193,JP
3968,4054,3968,70471,JP,2024-03,ダンスホール,Mrs. GREEN APPLE,1188,JP
3969,4039,3969,70448,JP,2024-03,Kaiju no Hanauta,Vaundy,1174,JP
3970,4155,3970,71902,KR,2024-03,Like Crazy,Jimin,1448,KR
3971,278,3971,71926,KR,2024-03,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",1418,KR
3972,4156,3972,71903,KR,2024-03,Like Crazy (English Version),Jimin,1376,KR
3973,279,3973,71867,KR,2024-03,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",1332,KR
3974,6090,3974,71883,KR,2024-03,EASY,LE SSERAFIM,1315,KR
