,Unnamed: 0.1,Unnamed: 0,index,country,month,name,artists,borda_score,origin_country
0,0,0,86,AE,2023-10,greedy,Tate McRae,695,CA
1,170,1,59,AE,2023-10,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",689,KR
2,379,2,16,AE,2023-10,Cruel Summer,Taylor Swift,660,US
3,459,3,66,AE,2023-10,Strangers,Kenya Grace,641,GB
4,526,4,50,AE,2023-10,Paint The Town Red,Doja Cat,637,US
5,579,5,13,AE,2023-10,Chaleya,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",633,IN
6,596,6,39,AE,2023-10,My Love Mine All Mine,Mitski,593,US
7,171,7,1,AE,2023-10,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",585,KR
8,650,8,78,AE,2023-10,Water,Tyla,576,GB
9,674,9,31,AE,2023-10,IDGAF (feat. Yeat),"Drake, Yeat",512,CA
10,712,10,2077,AR,2023-10,Fruto,"Bizarrap, Milo j",686,AR
11,742,11,2083,AR,2023-10,La Morocha,"Luck Ra, BM",686,AR
12,713,12,2094,AR,2023-10,"Milo J: Bzrp Music Sessions, Vol. 57","Bizarrap, Milo j",653,AR
13,785,13,2113,AR,2023-10,Una Foto,Mesita,649,US
14,814,14,2107,AR,2023-10,Si No Estás,iñigo quintero,620,ES
15,878,15,2086,AR,2023-10,Lollipop,Darell,610,PR
16,899,16,2095,AR,2023-10,Ni Una Ni Dos,BM,586,BG
17,908,17,2089,AR,2023-10,Lágrimas | CROSSOVER #4,"Big One, TINI, BM",585,AR
18,935,18,2079,AR,2023-10,GTA.mp3,Emilia,578,SE
19,714,19,2110,AR,2023-10,Toy en el Mic,"Bizarrap, Milo j",541,AR
20,815,20,3726,AT,2023-10,Si No Estás,iñigo quintero,697,ES
21,1,21,3754,AT,2023-10,greedy,Tate McRae,668,CA
22,460,22,3729,AT,2023-10,Strangers,Kenya Grace,666,GB
23,973,23,3681,AT,2023-10,Blonde Chaya - Sped up,"Amaru, Gringo Bamba",654,DE
24,975,24,3741,AT,2023-10,Vois sur ton chemin - Techno Mix,BENNETT,636,US
25,1005,25,3710,AT,2023-10,Ms. Jackson,Pashanim,613,DE
26,1019,26,3719,AT,2023-10,Prada,"cassö, RAYE, D-Block Europe",602,GB
27,1086,27,3711,AT,2023-10,Mädchen auf dem Pferd,"Luca-Dante Spadafora, Niklas Dee, Octavian, Peter Plate, Ulf Leo Sommer",582,DE
28,527,28,3718,AT,2023-10,Paint The Town Red,Doja Cat,571,US
29,1089,29,3695,AT,2023-10,Hässlich,AYLIVA,559,DE
30,528,30,6094,AU,2023-10,Paint The Town Red,Doja Cat,673,US
31,2,31,6128,AU,2023-10,greedy,Tate McRae,669,CA
32,380,32,6066,AU,2023-10,Cruel Summer,Taylor Swift,635,US
33,461,33,6110,AU,2023-10,Strangers,Kenya Grace,616,GB
34,1020,34,6097,AU,2023-10,Prada,"cassö, RAYE, D-Block Europe",598,GB
35,651,35,6118,AU,2023-10,Water,Tyla,596,GB
36,1105,36,6079,AU,2023-10,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",572,US
37,1139,37,6085,AU,2023-10,Last Night,Morgan Wallen,546,US
38,675,38,6098,AU,2023-10,Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",533,CA
39,1106,39,6107,AU,2023-10,Something in the Orange,Zach Bryan,521,US
40,816,40,7927,BE,2023-10,Si No Estás,iñigo quintero,700,ES
41,1021,41,7917,BE,2023-10,Prada,"cassö, RAYE, D-Block Europe",686,GB
42,462,42,7930,BE,2023-10,Strangers,Kenya Grace,670,GB
43,3,44,7947,BE,2023-10,greedy,BENNETT,652,CA
44,976,43,7941,BE,2023-10,Vois sur ton chemin - Techno Mix,Tate McRae,652,US
45,529,45,7915,BE,2023-10,Paint The Town Red,Doja Cat,630,US
46,1153,46,7888,BE,2023-10,Daylight,David Kushner,615,US
47,1163,47,7883,BE,2023-10,Casanova,"Soolking, Gazo",580,DZ
48,652,48,7942,BE,2023-10,Water,Tyla,578,GB
49,1178,49,7935,BE,2023-10,Tattoo,Loreen,571,SE
50,1180,50,9833,BG,2023-10,"По, по, по","Galena, Azis",698,BG
51,1188,51,9825,BG,2023-10,К'ъв съм як,Djordan,688,BG
52,1211,52,9782,BG,2023-10,MARGINALA,"Mom4eto, Dimoff",667,BG
53,4,53,9817,BG,2023-10,greedy,Tate McRae,651,CA
54,1213,54,9831,BG,2023-10,"Обичам те, ти мене - не",Medi,632,FR
55,463,55,9805,BG,2023-10,Strangers,Kenya Grace,624,GB
56,676,56,9776,BG,2023-10,IDGAF (feat. Yeat),"Drake, Yeat",611,CA
57,1227,57,9783,BG,2023-10,MAZNA,Dimoff,605,BG
58,530,58,9792,BG,2023-10,Paint The Town Red,Doja Cat,584,US
59,1228,59,9820,BG,2023-10,Драскай клечката,Tsvetelina Yaneva,562,BG
60,1232,60,12030,BO,2023-10,PERRO NEGRO,"Bad Bunny, Feid",695,PR
61,1839,61,12038,BO,2023-10,Según Quién,"Maluma, Carin Leon",691,CO
62,1920,62,12033,BO,2023-10,QLONA,"KAROL G, Peso Pluma",669,CO
63,1233,63,12021,BO,2023-10,MONACO,Bad Bunny,653,PR
64,2183,64,12013,BO,2023-10,LALA,Myke Towers,639,PR
65,715,65,12006,BO,2023-10,Fruto,"Bizarrap, Milo j",615,AR
66,2323,66,12029,BO,2023-10,OJITOS ROJOS,"Grupo Frontera, Ke Personajes",613,MX
67,817,67,12040,BO,2023-10,Si No Estás,iñigo quintero,595,ES
68,716,68,12025,BO,2023-10,"Milo J: Bzrp Music Sessions, Vol. 57","Bizarrap, Milo j",571,AR
69,909,69,12047,BO,2023-10,Un Finde | CROSSOVER #2,"Big One, FMK, Ke Personajes",570,AR
70,2377,70,13485,BR,2023-10,Let's Go 4,"Dj GBR, Mc IG, MC Ryan SP, MC PH, Mc Davi, Mc Luki, Mc Don Juan, Mc Kadu, TrapLaudo, MC GP, MC GH do 7",700,BR
71,2385,71,13465,BR,2023-10,Canudinho - Ao Vivo,"Gusttavo Lima, Ana Castela",679,BR
72,2393,72,13463,BR,2023-10,Barulho Do Foguete - Ao Vivo,Zé Neto & Cristiano,650,BR
73,2403,73,13467,BR,2023-10,DENTRO DA HILUX,"Luan Pereira, MC Ryan SP, Mc Daniel",645,BR
74,2413,74,13461,BR,2023-10,Baile do Bruxo,"Tropa do Bruxo, DJ Ws da Igrejinha, SMU, Triz, Mc Menor Thalis",627,BR
75,2417,75,13478,BR,2023-10,Faz um Vuk Vuk (Teto Espelhado),"MC Kevin o Chris, Dj Nk Da Serra",612,BR
76,2418,76,13508,BR,2023-10,Piloto,Flora Matos,611,BR
77,2419,77,13484,BR,2023-10,Lapada Dela - Ao Vivo,"Grupo Menos É Mais, Matheus Fernandes",607,BR
78,2432,78,13516,BR,2023-10,Solteiro Forçado - Boiadeira Internacional,Ana Castela,607,BR
79,2436,79,13519,BR,2023-10,Toca o Trompete,Felipe Amorim,565,BR
80,2439,80,15460,BY,2023-10,Зима в сердце,Moya Mishel,688,RU
81,2443,81,15489,BY,2023-10,Царица,ANNA ASTI,670,RU
82,2449,82,15450,BY,2023-10,АФТЕРПАТИ,"uniqe, nkeeei, ARTEM SHILOVETS, xxxmanera",646,RU
83,2458,83,15455,BY,2023-10,Вампир,"Scally Milano, uglystephan",631,RU
84,2460,84,15430,BY,2023-10,F*CK OFF,NEWLIGHTCHILD,598,RU
85,2463,85,15488,BY,2023-10,Холод,shadowraze,593,RU
86,2469,86,15490,BY,2023-10,ЧАСТУШКА,Karna.val,572,RU
87,2461,87,15428,BY,2023-10,DANCE FLOOR,NEWLIGHTCHILD,561,RU
88,2470,88,15495,BY,2023-10,Я уёбываю в джаз,Кишлак,536,RU
89,2473,89,15494,BY,2023-10,Это любовь,Skryptonite,511,RU
90,677,90,17429,CA,2023-10,IDGAF (feat. Yeat),"Drake, Yeat",655,CA
91,5,91,17483,CA,2023-10,greedy,Tate McRae,649,CA
92,531,92,17446,CA,2023-10,Paint The Town Red,Doja Cat,644,US
93,1107,93,17427,CA,2023-10,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",603,US
94,381,94,17413,CA,2023-10,Cruel Summer,Taylor Swift,598,US
95,1140,95,17434,CA,2023-10,Last Night,Morgan Wallen,581,US
96,597,96,17439,CA,2023-10,My Love Mine All Mine,Mitski,565,US
97,678,97,17420,CA,2023-10,First Person Shooter (feat. J. Cole),"Drake, J. Cole",554,CA
98,2477,98,17482,CA,2023-10,fukumean,Gunna,547,US
99,464,99,17461,CA,2023-10,Strangers,Kenya Grace,516,GB
100,818,100,19649,CH,2023-10,Si No Estás,iñigo quintero,700,ES
101,6,101,19670,CH,2023-10,greedy,Tate McRae,680,CA
102,465,102,19652,CH,2023-10,Strangers,Kenya Grace,669,GB
103,977,103,19661,CH,2023-10,Vois sur ton chemin - Techno Mix,BENNETT,649,US
104,532,104,19640,CH,2023-10,Paint The Town Red,Doja Cat,642,US
105,1022,105,19643,CH,2023-10,Prada,"cassö, RAYE, D-Block Europe",621,GB
106,1164,106,19603,CH,2023-10,Casanova,"Soolking, Gazo",603,DZ
107,1154,107,19609,CH,2023-10,Daylight,David Kushner,591,US
108,1234,108,19630,CH,2023-10,MONACO,Bad Bunny,579,PR
109,2481,109,19595,CH,2023-10,Another Love,Tom Odell,559,GB
110,2485,110,21972,CL,2023-10,ANDO,"Jere Klein, Gittobeatz",700,CL
111,1235,111,22006,CL,2023-10,PERRO NEGRO,"Bad Bunny, Feid",680,PR
112,2514,112,22034,CL,2023-10,¿Cuál Es Su Nombre?,"Lucky Brown, Jere Klein, Mateo on the Beatz",675,CL
113,2486,113,22030,CL,2023-10,X ESO BB,"Jere Klein, Nicki Nicole",659,CL
114,1921,114,22010,CL,2023-10,QLONA,"KAROL G, Peso Pluma",639,CO
115,879,115,21995,CL,2023-10,Lollipop,Darell,624,PR
116,1236,117,21997,CL,2023-10,MONACO,Myke Towers,608,PR
117,2184,116,21993,CL,2023-10,LALA,Bad Bunny,608,PR
118,1237,118,22024,CL,2023-10,UN PREVIEW,Bad Bunny,571,PR
119,717,119,21988,CL,2023-10,Fruto,"Bizarrap, Milo j",565,AR
120,1238,120,23715,CO,2023-10,PERRO NEGRO,"Bad Bunny, Feid",700,PR
121,1239,121,23707,CO,2023-10,MONACO,Bad Bunny,681,PR
122,1922,122,23719,CO,2023-10,QLONA,"KAROL G, Peso Pluma",674,CO
123,1840,123,23725,CO,2023-10,Según Quién,"Maluma, Carin Leon",638,CO
124,2185,124,23700,CO,2023-10,LALA,Myke Towers,630,PR
125,1240,125,23689,CO,2023-10,FINA,"Bad Bunny, Young Miko",624,PR
126,1923,126,23673,CO,2023-10,AMARGURA,KAROL G,605,CO
127,880,127,23704,CO,2023-10,Lollipop,Darell,594,PR
128,2530,128,23680,CO,2023-10,Classy 101,"Feid, Young Miko",580,CO
129,1241,129,23733,CO,2023-10,UN PREVIEW,Bad Bunny,532,PR
130,1242,130,25558,CR,2023-10,MONACO,Bad Bunny,692,PR
131,1243,131,25569,CR,2023-10,PERRO NEGRO,"Bad Bunny, Feid",692,PR
132,1244,132,25539,CR,2023-10,FINA,"Bad Bunny, Young Miko",668,PR
133,1841,133,25579,CR,2023-10,Según Quién,"Maluma, Carin Leon",655,CO
134,2760,134,25570,CR,2023-10,Primera Cita,Carin Leon,624,MX
135,1924,135,25571,CR,2023-10,QLONA,"KAROL G, Peso Pluma",596,CO
136,1245,136,25583,CR,2023-10,TELEFONO NUEVO,"Bad Bunny, Luar La L",595,PR
137,1246,138,25577,CR,2023-10,SEDA,Myke Towers,588,PR
138,2186,137,25550,CR,2023-10,LALA,"Bad Bunny, Bryant Myers",588,PR
139,1247,139,25545,CR,2023-10,HIBIKI,"Bad Bunny, Mora",581,PR
140,2786,140,27342,CZ,2023-10,Dopamin,Viktor Sheen,700,CZ
141,2787,141,27354,CZ,2023-10,Království,Viktor Sheen,686,CZ
142,2788,142,27352,CZ,2023-10,Kdes to vzal?,Viktor Sheen,664,CZ
143,2789,143,27392,CZ,2023-10,WHO (feat. P T K),"Viktor Sheen, P T K",649,CZ
144,2831,144,27372,CZ,2023-10,Safír,"Calin, Viktor Sheen",623,CZ
145,2790,145,27368,CZ,2023-10,Probuzení,Viktor Sheen,612,CZ
146,2871,146,27369,CZ,2023-10,Režim nerušit,"Dollar Prync, Hard Rico",591,CZ
147,2791,147,27387,CZ,2023-10,Ujde to,Viktor Sheen,583,CZ
148,2875,148,27388,CZ,2023-10,VZHŮRU CELOU NOC,"P T K, Viktor Sheen",571,CZ
149,2792,149,27360,CZ,2023-10,Na větvi,Viktor Sheen,546,CZ
150,819,150,29478,DE,2023-10,Si No Estás,iñigo quintero,695,ES
151,978,151,29490,DE,2023-10,Vois sur ton chemin - Techno Mix,BENNETT,673,US
152,7,152,29500,DE,2023-10,greedy,Tate McRae,651,CA
153,466,153,29480,DE,2023-10,Strangers,Kenya Grace,627,GB
154,1023,154,29471,DE,2023-10,Prada,"cassö, RAYE, D-Block Europe",625,GB
155,1090,155,29448,DE,2023-10,Hässlich,AYLIVA,619,DE
156,974,156,29432,DE,2023-10,Blonde Chaya - Sped up,"Amaru, Gringo Bamba",601,DE
157,1006,157,29463,DE,2023-10,Ms. Jackson,Pashanim,584,DE
158,2876,158,29425,DE,2023-10,9 bis 9,"SIRA, Bausa, badchieff",569,DE
159,533,159,29470,DE,2023-10,Paint The Town Red,Doja Cat,560,US
160,2878,160,31987,DK,2023-10,Skarpt Lys,Gilli,700,DK
161,8,161,32005,DK,2023-10,greedy,Tate McRae,678,CA
162,2891,162,31967,DK,2023-10,I KNOW,D1MA,670,DK
163,2898,163,31958,DK,2023-10,FORSVINDER (feat. Gobs),"Branco, Gobs",665,DK
164,2900,164,31993,DK,2023-10,Tak For Sidst,Gobs,639,DZ
165,1024,165,31981,DK,2023-10,Prada,"cassö, RAYE, D-Block Europe",622,GB
166,2908,166,31998,DK,2023-10,Uden Dig,Ukendt Kunstner,598,DK
167,653,167,32002,DK,2023-10,Water,Tyla,589,GB
168,2910,168,31971,DK,2023-10,Je Ka Jo,ICEKIID,586,DK
169,820,169,31986,DK,2023-10,Si No Estás,iñigo quintero,581,ES
170,1248,170,34015,DO,2023-10,MONACO,Bad Bunny,700,PR
171,1249,171,33999,DO,2023-10,FINA,"Bad Bunny, Young Miko",686,PR
172,1250,172,34026,DO,2023-10,PERRO NEGRO,"Bad Bunny, Feid",665,PR
173,1251,173,34032,DO,2023-10,SEDA,"Bad Bunny, Bryant Myers",658,PR
174,1252,174,34004,DO,2023-10,HIBIKI,"Bad Bunny, Mora",637,PR
175,1253,175,34036,DO,2023-10,TELEFONO NUEVO,"Bad Bunny, Luar La L",610,PR
176,2187,176,34008,DO,2023-10,LALA,Myke Towers,598,PR
177,1254,177,34037,DO,2023-10,THUNDER Y LIGHTNING,"Bad Bunny, Eladio Carrion",596,PR
178,1255,178,34016,DO,2023-10,MR. OCTOBER,Bad Bunny,590,PR
179,1256,179,34040,DO,2023-10,UN PREVIEW,Bad Bunny,555,PR
180,1257,180,36114,EC,2023-10,PERRO NEGRO,"Bad Bunny, Feid",700,PR
181,1258,181,36105,EC,2023-10,MONACO,Bad Bunny,682,PR
182,1925,182,36117,EC,2023-10,QLONA,"KAROL G, Peso Pluma",676,CO
183,2188,183,36097,EC,2023-10,LALA,Myke Towers,651,PR
184,1259,184,36088,EC,2023-10,FINA,"Bad Bunny, Young Miko",633,PR
185,1842,185,36123,EC,2023-10,Según Quién,"Maluma, Carin Leon",623,CO
186,1260,186,36130,EC,2023-10,UN PREVIEW,Bad Bunny,601,PR
187,821,187,36125,EC,2023-10,Si No Estás,iñigo quintero,591,ES
188,881,188,36101,EC,2023-10,Lollipop,Darell,588,PR
189,1261,189,36092,EC,2023-10,HIBIKI,"Bad Bunny, Mora",558,PR
190,467,190,37859,EE,2023-10,Strangers,Kenya Grace,700,GB
191,1025,191,37848,EE,2023-10,Prada,"cassö, RAYE, D-Block Europe",677,GB
192,9,192,37875,EE,2023-10,greedy,Tate McRae,660,CA
193,679,193,37819,EE,2023-10,IDGAF (feat. Yeat),"Drake, Yeat",650,CA
194,534,194,37843,EE,2023-10,Paint The Town Red,Doja Cat,646,US
195,2911,195,37876,EE,2023-10,heikki???,nublu,632,EE
196,2937,196,37880,EE,2023-10,leekiv armastus,villemdrillem,594,EE
197,2942,197,37872,EE,2023-10,ecstacy (slowed),SUICIDAL-IDOL,580,US
198,2944,198,37812,EE,2023-10,Friesenjung,"Ski Aggu, Joost, Otto Waalkes",552,DE
199,2945,199,37801,EE,2023-10,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)","Chase & Status, Bou, Flowdan, IRAH, Trigga, Takura",548,GB
200,2949,200,40266,EG,2023-10,سيبك من اللي خلع - من فيلم حمص وحلاوة,"Mahmoud El Leithy, Essam Sasa",700,EG
201,2958,201,40273,EG,2023-10,لفينا الدنيا,"Reda El Bahrawy, Muslim",679,EG
202,2963,202,40257,EG,2023-10,Ya Layaly,"Ahmed Saad, Ruby",643,EG
203,2965,203,40276,EG,2023-10,مخصماك,Nawal,639,KM
204,2964,204,40258,EG,2023-10,اختياراتي - من فيلم مستر إكس,Ahmed Saad,628,EG
205,2966,205,40256,EG,2023-10,YAZMEELY,Muhab,623,DE
206,2974,206,40279,EG,2023-10,نص سيطو مني ( احنا صحاب بلادنا ),Essam Sasa,605,EG
207,2991,207,40249,EG,2023-10,Reyah El Hayah,Hamza Namira,603,EG
208,2993,208,40245,EG,2023-10,Mesh Nadman,Muslim - مُسلِم,592,EG
209,2998,209,40259,EG,2023-10,البخت,Wegz,570,EG
210,822,210,41854,ES,2023-10,Si No Estás,iñigo quintero,699,ES
211,882,211,41830,ES,2023-10,Lollipop,Darell,675,PR
212,1262,212,41846,ES,2023-10,PERRO NEGRO,"Bad Bunny, Feid",674,PR
213,1263,213,41834,ES,2023-10,MONACO,Bad Bunny,660,PR
214,3003,214,41816,ES,2023-10,El Mambo,Kiko Rivera,636,ES
215,3005,215,41845,ES,2023-10,OA,"Anuel AA, Quevedo, Maluma, Mambo Kingz, DJ Luian",634,PR
216,1264,216,41824,ES,2023-10,HIBIKI,"Bad Bunny, Mora",617,PR
217,3007,217,41850,ES,2023-10,REINA,"Mora, Saiko",596,PR
218,3016,218,41808,ES,2023-10,Columbia,Quevedo,570,ES
219,3017,219,41802,ES,2023-10,Buenas,"Quevedo, Saiko",566,ES
220,3046,220,43616,FI,2023-10,Taulut (feat. Costi),"HUGO, Costi",699,AT
221,3053,221,43561,FI,2023-10,Ghetto Love,"Averagekidluke, ibe",682,FI
222,3066,222,43559,FI,2023-10,Feimii,"Lauri Haav, Gettomasa",677,FI
223,3070,223,43573,FI,2023-10,Kiireinen nainen (feat. ibe),"Turisti, ibe",649,FI
224,3087,224,43604,FI,2023-10,Silkkiin verhoiltuna (feat. jambo),"Bee, jambo",617,GB
225,3091,225,43553,FI,2023-10,Automatic,C.Gambino,611,SE
226,3099,226,43613,FI,2023-10,Syntymäpäivä! (Vielä KRRAN jee),BEHM,575,FI
227,3101,227,43605,FI,2023-10,Sinä 4ever - Vain elämää kausi 14,Robin Packalen,559,FI
228,3106,228,43572,FI,2023-10,Kertoimia Vastaan,Jami Faltin,549,FI
229,3107,229,43574,FI,2023-10,Kuka se on (feat. Isac Elliot),"Cledos, Isac Elliot",547,FI
230,823,230,45802,FR,2023-10,Si No Estás,iñigo quintero,695,ES
231,3110,231,45792,FR,2023-10,Petit génie,"Jungeli, Imen Es, Alonzo, Abou Debeing, Lossa",691,FR
232,3130,232,45778,FR,2023-10,LAISSE MOI,KeBlack,672,FR
233,1165,233,45755,FR,2023-10,Casanova,"Soolking, Gazo",654,DZ
234,3148,234,45800,FR,2023-10,Saiyan,"Heuss L'enfoiré, Gazo",648,FR
235,3153,235,45786,FR,2023-10,Meridian,"Dave, Tiakola",620,US
236,10,236,45818,FR,2023-10,greedy,Tate McRae,602,CA
237,3158,237,45770,FR,2023-10,FLASHBACK,"Favé, Gazo",595,FR
238,468,238,45804,FR,2023-10,Strangers,Kenya Grace,592,GB
239,3164,239,45752,FR,2023-10,Bolide allemand,SDM,584,FR
240,469,240,47781,GB,2023-10,Strangers,Kenya Grace,680,GB
241,11,241,47803,GB,2023-10,greedy,Tate McRae,654,CA
242,1026,242,47773,GB,2023-10,Prada,"cassö, RAYE, D-Block Europe",631,GB
243,654,243,47792,GB,2023-10,Water,Tyla,629,GB
244,535,244,47770,GB,2023-10,Paint The Town Red,Doja Cat,626,US
245,382,245,47740,GB,2023-10,Cruel Summer,Taylor Swift,591,US
246,3154,246,47779,GB,2023-10,Sprinter,"Dave, Central Cee",579,US
247,3178,247,47806,GB,2023-10,vampire,Olivia Rodrigo,555,US
248,598,248,47764,GB,2023-10,My Love Mine All Mine,Mitski,533,US
249,2946,249,47735,GB,2023-10,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)","Chase & Status, Bou, Flowdan, IRAH, Trigga, Takura",530,GB
250,3182,250,49575,GR,2023-10,G63,"TOQUEL, Bloody Hawk",690,GR
251,3212,251,49558,GR,2023-10,ANASAINO KAI ZALIZOMAI,"LILA, Sin Laurent, Beyond",647,MX
252,3221,252,49576,GR,2023-10,IBRA,SNIK,628,GR
253,3234,253,49587,GR,2023-10,ME N U,"RACK, Sin Laurent",618,GR
254,3255,254,49598,GR,2023-10,No Sleep,"Light, Trannos",594,GB
255,3267,255,49581,GR,2023-10,KOITA ME,"Lava, Paris Kalpos",572,GR
256,3270,256,49584,GR,2023-10,MADONNA,Roi 6/12,558,GR
257,3213,257,49559,GR,2023-10,ATOUTALER,"LILA, Beyond, Sin Laurent",545,MX
258,3256,258,49555,GR,2023-10,90s,"Light, Destiny, KONY",538,GB
259,3278,259,49604,GR,2023-10,PRONTO,"Tugan, Ortiz, Skoul",536,GR
260,1265,260,51674,GT,2023-10,PERRO NEGRO,"Bad Bunny, Feid",695,PR
261,1843,261,51684,GT,2023-10,Según Quién,"Maluma, Carin Leon",684,CO
262,1266,262,51665,GT,2023-10,MONACO,Bad Bunny,672,PR
263,3279,263,51680,GT,2023-10,Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",655,MX
264,1926,264,51677,GT,2023-10,QLONA,"KAROL G, Peso Pluma",641,CO
265,2324,265,51641,GT,2023-10,EL AMOR DE SU VIDA,"Grupo Frontera, Grupo Firme",631,MX
266,2761,266,51676,GT,2023-10,Primera Cita,Carin Leon,617,MX
267,2189,267,51656,GT,2023-10,LALA,Myke Towers,603,PR
268,3313,268,51655,GT,2023-10,LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",586,MX
269,1267,269,51646,GT,2023-10,FINA,"Bad Bunny, Young Miko",571,PR
270,3354,270,53256,HK,2023-10,濤,Keung To,700,HK
271,3355,271,53204,HK,2023-10,Dummy,Keung To,686,HK
272,172,272,53227,HK,2023-10,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",665,KR
273,3455,273,53218,HK,2023-10,ON,Anson Lo 盧瀚霆,663,HK
274,3356,274,53201,HK,2023-10,"Dear My Friend,",Keung To,644,HK
275,3456,275,53254,HK,2023-10,浪漫殺死巨蟹座,Anson Lo 盧瀚霆,626,HK
276,3357,276,53263,HK,2023-10,追,Keung To,622,HK
277,3358,277,53265,HK,2023-10,風雨不改 (電影《阿媽有咗第二個》主題曲),Keung To,595,HK
278,3457,278,53215,HK,2023-10,Nah,Anson Lo 盧瀚霆,579,HK
279,173,279,53195,HK,2023-10,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",578,KR
280,1268,280,54909,HN,2023-10,MONACO,Bad Bunny,696,PR
281,1269,281,54917,HN,2023-10,PERRO NEGRO,"Bad Bunny, Feid",688,PR
282,1270,282,54890,HN,2023-10,FINA,"Bad Bunny, Young Miko",670,PR
283,1844,283,54924,HN,2023-10,Según Quién,"Maluma, Carin Leon",656,CO
284,2190,284,54901,HN,2023-10,LALA,Myke Towers,629,PR
285,1927,285,54919,HN,2023-10,QLONA,"KAROL G, Peso Pluma",588,CO
286,1271,287,54923,HN,2023-10,SEDA,Carin Leon,587,PR
287,2762,286,54918,HN,2023-10,Primera Cita,"Bad Bunny, Bryant Myers",587,MX
288,1272,288,54896,HN,2023-10,HIBIKI,"Bad Bunny, Mora",571,PR
289,1273,289,54934,HN,2023-10,UN PREVIEW,Bad Bunny,562,PR
290,3497,290,56662,HU,2023-10,Rampapapam,"DESH, Young Fly, Azahriah, Lord Panamo",700,HU
291,3563,291,56685,HU,2023-10,ceremónia,"Azahriah, DESH",676,HU
292,3592,292,56675,HU,2023-10,Valencia,"Tomi, VALMAR",675,US
293,3564,293,56690,HU,2023-10,introvertált dal,Azahriah,656,HU
294,3565,294,56634,HU,2023-10,3korty,Azahriah,647,HU
295,3498,295,56659,HU,2023-10,Pakisztáni/popo,"DESH, Young Fly",628,HU
296,3566,296,56691,HU,2023-10,lost tiki,"Azahriah, DESH",613,HU
297,3567,297,56696,HU,2023-10,valami amerikai,Azahriah,597,HU
298,3568,298,56687,HU,2023-10,four moods,Azahriah,579,HU
299,824,299,56667,HU,2023-10,Si No Estás,iñigo quintero,572,ES
300,3596,300,58576,ID,2023-10,penjaga hati,Nadhif Basalamah,700,ID
301,3615,301,58536,ID,2023-10,Jiwa Yang Bersedih,Ghea Indrawari,686,ID
302,3623,302,58566,ID,2023-10,Tak Segampang Itu,Anggi Marito,672,ID
303,3633,303,58544,ID,2023-10,Nanti Kita Seperti Ini,Batas Senja,650,ID
304,3637,304,58569,ID,2023-10,Tanpa Rasa Bersalah,Fabio Asher,644,GB
305,3639,305,58562,ID,2023-10,Somebody's Pleasure,Aziz Hedra,601,ID
306,3640,306,58520,ID,2023-10,Bercinta Lewat Kata - OST Jatuh Cinta Seperti di Film-Film,Donne Maula,596,ID
307,3644,307,58551,ID,2023-10,Runtuh,"Feby Putri, Fiersa Besari",595,ID
308,3647,308,58553,ID,2023-10,Satu-Satu,Idgitaf,585,ID
309,3648,309,58549,ID,2023-10,Rewrite The Stars (with James Arthur & Anne-Marie),"James Arthur, Anne-Marie",558,GB
310,1027,310,59943,IE,2023-10,Prada,"cassö, RAYE, D-Block Europe",690,GB
311,3653,311,59950,IE,2023-10,Stick Season,Noah Kahan,678,US
312,12,312,59975,IE,2023-10,greedy,Tate McRae,661,CA
313,470,313,59951,IE,2023-10,Strangers,Kenya Grace,641,GB
314,383,314,59911,IE,2023-10,Cruel Summer,Taylor Swift,609,US
315,536,315,59942,IE,2023-10,Paint The Town Red,Doja Cat,603,US
316,3703,316,59970,IE,2023-10,adore u,"Fred again.., Obongjayar",573,GB
317,655,317,59962,IE,2023-10,Water,Tyla,566,GB
318,1108,318,59927,IE,2023-10,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",545,US
319,3179,319,59978,IE,2023-10,vampire,Olivia Rodrigo,544,US
320,3705,320,61982,IL,2023-10,יהיה טוב,Jasmin Moallem,700,IL
321,3716,321,61983,IL,2023-10,יהיה טוב & מים שקופים,"Omer Adam, Jasmin Moallem",686,IL
322,3761,322,61991,IL,2023-10,לצאת מדיכאון,יגל אושרי,672,IL
323,3766,323,61968,IL,2023-10,אהבה,Osher Cohen,649,IL
324,3706,324,61984,IL,2023-10,יחפים,Jasmin Moallem,634,IL
325,825,325,61958,IL,2023-10,Si No Estás,iñigo quintero,631,ES
326,3767,326,61985,IL,2023-10,ככה וככה,Osher Cohen,621,IL
327,3796,327,61989,IL,2023-10,לאהוב אותך כל יום,"Doli & Penn, Eden Hason",609,IL
328,13,328,61966,IL,2023-10,greedy,Tate McRae,574,CA
