,index,country,month,name,artists,borda_score
0,86,AE,2023-10,greedy,Tate McRae,695
1,59,AE,2023-10,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",689
2,16,AE,2023-10,Cruel Summer,Taylor Swift,660
3,66,AE,2023-10,Strangers,Kenya Grace,641
4,50,AE,2023-10,Paint The Town Red,Doja Cat,637
5,13,AE,2023-10,Chaleya,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",633
6,39,AE,2023-10,My Love Mine All Mine,Mitski,593
7,1,AE,2023-10,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",585
8,78,AE,2023-10,Water,Tyla,576
9,31,AE,2023-10,IDGAF (feat. Yeat),"Drake, Yeat",512
10,2077,AR,2023-10,Fruto,"Bizarrap, Milo j",686
11,2083,AR,2023-10,La Morocha,"Luck Ra, BM",686
12,2094,AR,2023-10,"Milo J: Bzrp Music Sessions, Vol. 57","Bizarrap, Milo j",653
13,2113,AR,2023-10,Una Foto,Mesita,649
14,2107,AR,2023-10,Si No Estás,iñigo quintero,620
15,2086,AR,2023-10,Lollipop,Darell,610
16,2095,AR,2023-10,Ni Una Ni Dos,BM,586
17,2089,AR,2023-10,Lágrimas | CROSSOVER #4,"Big One, TINI, BM",585
18,2079,AR,2023-10,GTA.mp3,Emilia,578
19,2110,AR,2023-10,Toy en el Mic,"Bizarrap, Milo j",541
20,3726,AT,2023-10,Si No Estás,iñigo quintero,697
21,3754,AT,2023-10,greedy,Tate McRae,668
22,3729,AT,2023-10,Strangers,Kenya Grace,666
23,3681,AT,2023-10,Blonde Chaya - Sped up,"Amaru, Gringo Bamba",654
24,3741,AT,2023-10,Vois sur ton chemin - Techno Mix,BENNETT,636
25,3710,AT,2023-10,Ms. Jackson,Pashanim,613
26,3719,AT,2023-10,Prada,"cassö, RAYE, D-Block Europe",602
27,3711,AT,2023-10,Mädchen auf dem Pferd,"Luca-Dante Spadafora, Niklas Dee, Octavian, Peter Plate, Ulf Leo Sommer",582
28,3718,AT,2023-10,Paint The Town Red,Doja Cat,571
29,3695,AT,2023-10,Hässlich,AYLIVA,559
30,6094,AU,2023-10,Paint The Town Red,Doja Cat,673
31,6128,AU,2023-10,greedy,Tate McRae,669
32,6066,AU,2023-10,Cruel Summer,Taylor Swift,635
33,6110,AU,2023-10,Strangers,Kenya Grace,616
34,6097,AU,2023-10,Prada,"cassö, RAYE, D-Block Europe",598
35,6118,AU,2023-10,Water,Tyla,596
36,6079,AU,2023-10,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",572
37,6085,AU,2023-10,Last Night,Morgan Wallen,546
38,6098,AU,2023-10,Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",533
39,6107,AU,2023-10,Something in the Orange,Zach Bryan,521
40,7927,BE,2023-10,Si No Estás,iñigo quintero,700
41,7917,BE,2023-10,Prada,"cassö, RAYE, D-Block Europe",686
42,7930,BE,2023-10,Strangers,Kenya Grace,670
43,7941,BE,2023-10,Vois sur ton chemin - Techno Mix,BENNETT,652
44,7947,BE,2023-10,greedy,Tate McRae,652
45,7915,BE,2023-10,Paint The Town Red,Doja Cat,630
46,7888,BE,2023-10,Daylight,David Kushner,615
47,7883,BE,2023-10,Casanova,"Soolking, Gazo",580
48,7942,BE,2023-10,Water,Tyla,578
49,7935,BE,2023-10,Tattoo,Loreen,571
50,9833,BG,2023-10,"По, по, по","Galena, Azis",698
51,9825,BG,2023-10,К'ъв съм як,Djordan,688
52,9782,BG,2023-10,MARGINALA,"Mom4eto, Dimoff",667
53,9817,BG,2023-10,greedy,Tate McRae,651
54,9831,BG,2023-10,"Обичам те, ти мене - не",Medi,632
55,9805,BG,2023-10,Strangers,Kenya Grace,624
56,9776,BG,2023-10,IDGAF (feat. Yeat),"Drake, Yeat",611
57,9783,BG,2023-10,MAZNA,Dimoff,605
58,9792,BG,2023-10,Paint The Town Red,Doja Cat,584
59,9820,BG,2023-10,Драскай клечката,Tsvetelina Yaneva,562
60,12030,BO,2023-10,PERRO NEGRO,"Bad Bunny, Feid",695
61,12038,BO,2023-10,Según Quién,"Maluma, Carin Leon",691
62,12033,BO,2023-10,QLONA,"KAROL G, Peso Pluma",669
63,12021,BO,2023-10,MONACO,Bad Bunny,653
64,12013,BO,2023-10,LALA,Myke Towers,639
65,12006,BO,2023-10,Fruto,"Bizarrap, Milo j",615
66,12029,BO,2023-10,OJITOS ROJOS,"Grupo Frontera, Ke Personajes",613
67,12040,BO,2023-10,Si No Estás,iñigo quintero,595
68,12025,BO,2023-10,"Milo J: Bzrp Music Sessions, Vol. 57","Bizarrap, Milo j",571
69,12047,BO,2023-10,Un Finde | CROSSOVER #2,"Big One, FMK, Ke Personajes",570
70,13485,BR,2023-10,Let's Go 4,"Dj GBR, Mc IG, MC Ryan SP, MC PH, Mc Davi, Mc Luki, Mc Don Juan, Mc Kadu, TrapLaudo, MC GP, MC GH do 7",700
71,13465,BR,2023-10,Canudinho - Ao Vivo,"Gusttavo Lima, Ana Castela",679
72,13463,BR,2023-10,Barulho Do Foguete - Ao Vivo,Zé Neto & Cristiano,650
73,13467,BR,2023-10,DENTRO DA HILUX,"Luan Pereira, MC Ryan SP, Mc Daniel",645
74,13461,BR,2023-10,Baile do Bruxo,"Tropa do Bruxo, DJ Ws da Igrejinha, SMU, Triz, Mc Menor Thalis",627
75,13478,BR,2023-10,Faz um Vuk Vuk (Teto Espelhado),"MC Kevin o Chris, Dj Nk Da Serra",612
76,13508,BR,2023-10,Piloto,Flora Matos,611
77,13484,BR,2023-10,Lapada Dela - Ao Vivo,"Grupo Menos É Mais, Matheus Fernandes",607
78,13516,BR,2023-10,Solteiro Forçado - Boiadeira Internacional,Ana Castela,607
79,13519,BR,2023-10,Toca o Trompete,Felipe Amorim,565
80,15460,BY,2023-10,Зима в сердце,Moya Mishel,688
81,15489,BY,2023-10,Царица,ANNA ASTI,670
82,15450,BY,2023-10,АФТЕРПАТИ,"uniqe, nkeeei, ARTEM SHILOVETS, xxxmanera",646
83,15455,BY,2023-10,Вампир,"Scally Milano, uglystephan",631
84,15430,BY,2023-10,F*CK OFF,NEWLIGHTCHILD,598
85,15488,BY,2023-10,Холод,shadowraze,593
86,15490,BY,2023-10,ЧАСТУШКА,Karna.val,572
87,15428,BY,2023-10,DANCE FLOOR,NEWLIGHTCHILD,561
88,15495,BY,2023-10,Я уёбываю в джаз,Кишлак,536
89,15494,BY,2023-10,Это любовь,Skryptonite,511
90,17429,CA,2023-10,IDGAF (feat. Yeat),"Drake, Yeat",655
91,17483,CA,2023-10,greedy,Tate McRae,649
92,17446,CA,2023-10,Paint The Town Red,Doja Cat,644
93,17427,CA,2023-10,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",603
94,17413,CA,2023-10,Cruel Summer,Taylor Swift,598
95,17434,CA,2023-10,Last Night,Morgan Wallen,581
96,17439,CA,2023-10,My Love Mine All Mine,Mitski,565
97,17420,CA,2023-10,First Person Shooter (feat. J. Cole),"Drake, J. Cole",554
98,17482,CA,2023-10,fukumean,Gunna,547
99,17461,CA,2023-10,Strangers,Kenya Grace,516
100,19649,CH,2023-10,Si No Estás,iñigo quintero,700
101,19670,CH,2023-10,greedy,Tate McRae,680
102,19652,CH,2023-10,Strangers,Kenya Grace,669
103,19661,CH,2023-10,Vois sur ton chemin - Techno Mix,BENNETT,649
104,19640,CH,2023-10,Paint The Town Red,Doja Cat,642
105,19643,CH,2023-10,Prada,"cassö, RAYE, D-Block Europe",621
106,19603,CH,2023-10,Casanova,"Soolking, Gazo",603
107,19609,CH,2023-10,Daylight,David Kushner,591
108,19630,CH,2023-10,MONACO,Bad Bunny,579
109,19595,CH,2023-10,Another Love,Tom Odell,559
110,21972,CL,2023-10,ANDO,"Jere Klein, Gittobeatz",700
111,22006,CL,2023-10,PERRO NEGRO,"Bad Bunny, Feid",680
112,22034,CL,2023-10,¿Cuál Es Su Nombre?,"Lucky Brown, Jere Klein, Mateo on the Beatz",675
113,22030,CL,2023-10,X ESO BB,"Jere Klein, Nicki Nicole",659
114,22010,CL,2023-10,QLONA,"KAROL G, Peso Pluma",639
115,21995,CL,2023-10,Lollipop,Darell,624
116,21993,CL,2023-10,LALA,Myke Towers,608
117,21997,CL,2023-10,MONACO,Bad Bunny,608
118,22024,CL,2023-10,UN PREVIEW,Bad Bunny,571
119,21988,CL,2023-10,Fruto,"Bizarrap, Milo j",565
120,23715,CO,2023-10,PERRO NEGRO,"Bad Bunny, Feid",700
121,23707,CO,2023-10,MONACO,Bad Bunny,681
122,23719,CO,2023-10,QLONA,"KAROL G, Peso Pluma",674
123,23725,CO,2023-10,Según Quién,"Maluma, Carin Leon",638
124,23700,CO,2023-10,LALA,Myke Towers,630
125,23689,CO,2023-10,FINA,"Bad Bunny, Young Miko",624
126,23673,CO,2023-10,AMARGURA,KAROL G,605
127,23704,CO,2023-10,Lollipop,Darell,594
128,23680,CO,2023-10,Classy 101,"Feid, Young Miko",580
129,23733,CO,2023-10,UN PREVIEW,Bad Bunny,532
130,25558,CR,2023-10,MONACO,Bad Bunny,692
131,25569,CR,2023-10,PERRO NEGRO,"Bad Bunny, Feid",692
132,25539,CR,2023-10,FINA,"Bad Bunny, Young Miko",668
133,25579,CR,2023-10,Según Quién,"Maluma, Carin Leon",655
134,25570,CR,2023-10,Primera Cita,Carin Leon,624
135,25571,CR,2023-10,QLONA,"KAROL G, Peso Pluma",596
136,25583,CR,2023-10,TELEFONO NUEVO,"Bad Bunny, Luar La L",595
137,25550,CR,2023-10,LALA,Myke Towers,588
138,25577,CR,2023-10,SEDA,"Bad Bunny, Bryant Myers",588
139,25545,CR,2023-10,HIBIKI,"Bad Bunny, Mora",581
140,27342,CZ,2023-10,Dopamin,Viktor Sheen,700
141,27354,CZ,2023-10,Království,Viktor Sheen,686
142,27352,CZ,2023-10,Kdes to vzal?,Viktor Sheen,664
143,27392,CZ,2023-10,WHO (feat. P T K),"Viktor Sheen, P T K",649
144,27372,CZ,2023-10,Safír,"Calin, Viktor Sheen",623
145,27368,CZ,2023-10,Probuzení,Viktor Sheen,612
146,27369,CZ,2023-10,Režim nerušit,"Dollar Prync, Hard Rico",591
147,27387,CZ,2023-10,Ujde to,Viktor Sheen,583
148,27388,CZ,2023-10,VZHŮRU CELOU NOC,"P T K, Viktor Sheen",571
149,27360,CZ,2023-10,Na větvi,Viktor Sheen,546
150,29478,DE,2023-10,Si No Estás,iñigo quintero,695
151,29490,DE,2023-10,Vois sur ton chemin - Techno Mix,BENNETT,673
152,29500,DE,2023-10,greedy,Tate McRae,651
153,29480,DE,2023-10,Strangers,Kenya Grace,627
154,29471,DE,2023-10,Prada,"cassö, RAYE, D-Block Europe",625
155,29448,DE,2023-10,Hässlich,AYLIVA,619
156,29432,DE,2023-10,Blonde Chaya - Sped up,"Amaru, Gringo Bamba",601
157,29463,DE,2023-10,Ms. Jackson,Pashanim,584
158,29425,DE,2023-10,9 bis 9,"SIRA, Bausa, badchieff",569
159,29470,DE,2023-10,Paint The Town Red,Doja Cat,560
160,31987,DK,2023-10,Skarpt Lys,Gilli,700
161,32005,DK,2023-10,greedy,Tate McRae,678
162,31967,DK,2023-10,I KNOW,D1MA,670
163,31958,DK,2023-10,FORSVINDER (feat. Gobs),"Branco, Gobs",665
164,31993,DK,2023-10,Tak For Sidst,Gobs,639
165,31981,DK,2023-10,Prada,"cassö, RAYE, D-Block Europe",622
166,31998,DK,2023-10,Uden Dig,Ukendt Kunstner,598
167,32002,DK,2023-10,Water,Tyla,589
168,31971,DK,2023-10,Je Ka Jo,ICEKIID,586
169,31986,DK,2023-10,Si No Estás,iñigo quintero,581
170,34015,DO,2023-10,MONACO,Bad Bunny,700
171,33999,DO,2023-10,FINA,"Bad Bunny, Young Miko",686
172,34026,DO,2023-10,PERRO NEGRO,"Bad Bunny, Feid",665
173,34032,DO,2023-10,SEDA,"Bad Bunny, Bryant Myers",658
174,34004,DO,2023-10,HIBIKI,"Bad Bunny, Mora",637
175,34036,DO,2023-10,TELEFONO NUEVO,"Bad Bunny, Luar La L",610
176,34008,DO,2023-10,LALA,Myke Towers,598
177,34037,DO,2023-10,THUNDER Y LIGHTNING,"Bad Bunny, Eladio Carrion",596
178,34016,DO,2023-10,MR. OCTOBER,Bad Bunny,590
179,34040,DO,2023-10,UN PREVIEW,Bad Bunny,555
180,36114,EC,2023-10,PERRO NEGRO,"Bad Bunny, Feid",700
181,36105,EC,2023-10,MONACO,Bad Bunny,682
182,36117,EC,2023-10,QLONA,"KAROL G, Peso Pluma",676
183,36097,EC,2023-10,LALA,Myke Towers,651
184,36088,EC,2023-10,FINA,"Bad Bunny, Young Miko",633
185,36123,EC,2023-10,Según Quién,"Maluma, Carin Leon",623
186,36130,EC,2023-10,UN PREVIEW,Bad Bunny,601
187,36125,EC,2023-10,Si No Estás,iñigo quintero,591
188,36101,EC,2023-10,Lollipop,Darell,588
189,36092,EC,2023-10,HIBIKI,"Bad Bunny, Mora",558
190,37859,EE,2023-10,Strangers,Kenya Grace,700
191,37848,EE,2023-10,Prada,"cassö, RAYE, D-Block Europe",677
192,37875,EE,2023-10,greedy,Tate McRae,660
193,37819,EE,2023-10,IDGAF (feat. Yeat),"Drake, Yeat",650
194,37843,EE,2023-10,Paint The Town Red,Doja Cat,646
195,37876,EE,2023-10,heikki???,nublu,632
196,37880,EE,2023-10,leekiv armastus,villemdrillem,594
197,37872,EE,2023-10,ecstacy (slowed),SUICIDAL-IDOL,580
198,37812,EE,2023-10,Friesenjung,"Ski Aggu, Joost, Otto Waalkes",552
199,37801,EE,2023-10,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)","Chase & Status, Bou, Flowdan, IRAH, Trigga, Takura",548
200,40266,EG,2023-10,سيبك من اللي خلع - من فيلم حمص وحلاوة,"Mahmoud El Leithy, Essam Sasa",700
201,40273,EG,2023-10,لفينا الدنيا,"Reda El Bahrawy, Muslim",679
202,40257,EG,2023-10,Ya Layaly,"Ahmed Saad, Ruby",643
203,40276,EG,2023-10,مخصماك,Nawal,639
204,40258,EG,2023-10,اختياراتي - من فيلم مستر إكس,Ahmed Saad,628
205,40256,EG,2023-10,YAZMEELY,Muhab,623
206,40279,EG,2023-10,نص سيطو مني ( احنا صحاب بلادنا ),Essam Sasa,605
207,40249,EG,2023-10,Reyah El Hayah,Hamza Namira,603
208,40245,EG,2023-10,Mesh Nadman,Muslim - مُسلِم,592
209,40259,EG,2023-10,البخت,Wegz,570
210,41854,ES,2023-10,Si No Estás,iñigo quintero,699
211,41830,ES,2023-10,Lollipop,Darell,675
212,41846,ES,2023-10,PERRO NEGRO,"Bad Bunny, Feid",674
213,41834,ES,2023-10,MONACO,Bad Bunny,660
214,41816,ES,2023-10,El Mambo,Kiko Rivera,636
215,41845,ES,2023-10,OA,"Anuel AA, Quevedo, Maluma, Mambo Kingz, DJ Luian",634
216,41824,ES,2023-10,HIBIKI,"Bad Bunny, Mora",617
217,41850,ES,2023-10,REINA,"Mora, Saiko",596
218,41808,ES,2023-10,Columbia,Quevedo,570
219,41802,ES,2023-10,Buenas,"Quevedo, Saiko",566
220,43616,FI,2023-10,Taulut (feat. Costi),"HUGO, Costi",699
221,43561,FI,2023-10,Ghetto Love,"Averagekidluke, ibe",682
222,43559,FI,2023-10,Feimii,"Lauri Haav, Gettomasa",677
223,43573,FI,2023-10,Kiireinen nainen (feat. ibe),"Turisti, ibe",649
224,43604,FI,2023-10,Silkkiin verhoiltuna (feat. jambo),"Bee, jambo",617
225,43553,FI,2023-10,Automatic,C.Gambino,611
226,43613,FI,2023-10,Syntymäpäivä! (Vielä KRRAN jee),BEHM,575
227,43605,FI,2023-10,Sinä 4ever - Vain elämää kausi 14,Robin Packalen,559
228,43572,FI,2023-10,Kertoimia Vastaan,Jami Faltin,549
229,43574,FI,2023-10,Kuka se on (feat. Isac Elliot),"Cledos, Isac Elliot",547
230,45802,FR,2023-10,Si No Estás,iñigo quintero,695
231,45792,FR,2023-10,Petit génie,"Jungeli, Imen Es, Alonzo, Abou Debeing, Lossa",691
232,45778,FR,2023-10,LAISSE MOI,KeBlack,672
233,45755,FR,2023-10,Casanova,"Soolking, Gazo",654
234,45800,FR,2023-10,Saiyan,"Heuss L'enfoiré, Gazo",648
235,45786,FR,2023-10,Meridian,"Dave, Tiakola",620
236,45818,FR,2023-10,greedy,Tate McRae,602
237,45770,FR,2023-10,FLASHBACK,"Favé, Gazo",595
238,45804,FR,2023-10,Strangers,Kenya Grace,592
239,45752,FR,2023-10,Bolide allemand,SDM,584
240,47781,GB,2023-10,Strangers,Kenya Grace,680
241,47803,GB,2023-10,greedy,Tate McRae,654
242,47773,GB,2023-10,Prada,"cassö, RAYE, D-Block Europe",631
243,47792,GB,2023-10,Water,Tyla,629
244,47770,GB,2023-10,Paint The Town Red,Doja Cat,626
245,47740,GB,2023-10,Cruel Summer,Taylor Swift,591
246,47779,GB,2023-10,Sprinter,"Dave, Central Cee",579
247,47806,GB,2023-10,vampire,Olivia Rodrigo,555
248,47764,GB,2023-10,My Love Mine All Mine,Mitski,533
249,47735,GB,2023-10,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)","Chase & Status, Bou, Flowdan, IRAH, Trigga, Takura",530
250,49575,GR,2023-10,G63,"TOQUEL, Bloody Hawk",690
251,49558,GR,2023-10,ANASAINO KAI ZALIZOMAI,"LILA, Sin Laurent, Beyond",647
252,49576,GR,2023-10,IBRA,SNIK,628
253,49587,GR,2023-10,ME N U,"RACK, Sin Laurent",618
254,49598,GR,2023-10,No Sleep,"Light, Trannos",594
255,49581,GR,2023-10,KOITA ME,"Lava, Paris Kalpos",572
256,49584,GR,2023-10,MADONNA,Roi 6/12,558
257,49559,GR,2023-10,ATOUTALER,"LILA, Beyond, Sin Laurent",545
258,49555,GR,2023-10,90s,"Light, Destiny, KONY",538
259,49604,GR,2023-10,PRONTO,"Tugan, Ortiz, Skoul",536
260,51674,GT,2023-10,PERRO NEGRO,"Bad Bunny, Feid",695
261,51684,GT,2023-10,Según Quién,"Maluma, Carin Leon",684
262,51665,GT,2023-10,MONACO,Bad Bunny,672
263,51680,GT,2023-10,Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",655
264,51677,GT,2023-10,QLONA,"KAROL G, Peso Pluma",641
265,51641,GT,2023-10,EL AMOR DE SU VIDA,"Grupo Frontera, Grupo Firme",631
266,51676,GT,2023-10,Primera Cita,Carin Leon,617
267,51656,GT,2023-10,LALA,Myke Towers,603
268,51655,GT,2023-10,LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",586
269,51646,GT,2023-10,FINA,"Bad Bunny, Young Miko",571
270,53256,HK,2023-10,濤,Keung To,700
271,53204,HK,2023-10,Dummy,Keung To,686
272,53227,HK,2023-10,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",665
273,53218,HK,2023-10,ON,Anson Lo 盧瀚霆,663
274,53201,HK,2023-10,"Dear My Friend,",Keung To,644
275,53254,HK,2023-10,浪漫殺死巨蟹座,Anson Lo 盧瀚霆,626
276,53263,HK,2023-10,追,Keung To,622
277,53265,HK,2023-10,風雨不改 (電影《阿媽有咗第二個》主題曲),Keung To,595
278,53215,HK,2023-10,Nah,Anson Lo 盧瀚霆,579
279,53195,HK,2023-10,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",578
280,54909,HN,2023-10,MONACO,Bad Bunny,696
281,54917,HN,2023-10,PERRO NEGRO,"Bad Bunny, Feid",688
282,54890,HN,2023-10,FINA,"Bad Bunny, Young Miko",670
283,54924,HN,2023-10,Según Quién,"Maluma, Carin Leon",656
284,54901,HN,2023-10,LALA,Myke Towers,629
285,54919,HN,2023-10,QLONA,"KAROL G, Peso Pluma",588
286,54918,HN,2023-10,Primera Cita,Carin Leon,587
287,54923,HN,2023-10,SEDA,"Bad Bunny, Bryant Myers",587
288,54896,HN,2023-10,HIBIKI,"Bad Bunny, Mora",571
289,54934,HN,2023-10,UN PREVIEW,Bad Bunny,562
290,56662,HU,2023-10,Rampapapam,"DESH, Young Fly, Azahriah, Lord Panamo",700
291,56685,HU,2023-10,ceremónia,"Azahriah, DESH",676
292,56675,HU,2023-10,Valencia,"Tomi, VALMAR",675
293,56690,HU,2023-10,introvertált dal,Azahriah,656
294,56634,HU,2023-10,3korty,Azahriah,647
295,56659,HU,2023-10,Pakisztáni/popo,"DESH, Young Fly",628
296,56691,HU,2023-10,lost tiki,"Azahriah, DESH",613
297,56696,HU,2023-10,valami amerikai,Azahriah,597
298,56687,HU,2023-10,four moods,Azahriah,579
299,56667,HU,2023-10,Si No Estás,iñigo quintero,572
300,58576,ID,2023-10,penjaga hati,Nadhif Basalamah,700
301,58536,ID,2023-10,Jiwa Yang Bersedih,Ghea Indrawari,686
302,58566,ID,2023-10,Tak Segampang Itu,Anggi Marito,672
303,58544,ID,2023-10,Nanti Kita Seperti Ini,Batas Senja,650
304,58569,ID,2023-10,Tanpa Rasa Bersalah,Fabio Asher,644
305,58562,ID,2023-10,Somebody's Pleasure,Aziz Hedra,601
306,58520,ID,2023-10,Bercinta Lewat Kata - OST Jatuh Cinta Seperti di Film-Film,Donne Maula,596
307,58551,ID,2023-10,Runtuh,"Feby Putri, Fiersa Besari",595
308,58553,ID,2023-10,Satu-Satu,Idgitaf,585
309,58549,ID,2023-10,Rewrite The Stars (with James Arthur & Anne-Marie),"James Arthur, Anne-Marie",558
310,59943,IE,2023-10,Prada,"cassö, RAYE, D-Block Europe",690
311,59950,IE,2023-10,Stick Season,Noah Kahan,678
312,59975,IE,2023-10,greedy,Tate McRae,661
313,59951,IE,2023-10,Strangers,Kenya Grace,641
314,59911,IE,2023-10,Cruel Summer,Taylor Swift,609
315,59942,IE,2023-10,Paint The Town Red,Doja Cat,603
316,59970,IE,2023-10,adore u,"Fred again.., Obongjayar",573
317,59962,IE,2023-10,Water,Tyla,566
318,59927,IE,2023-10,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",545
319,59978,IE,2023-10,vampire,Olivia Rodrigo,544
320,61982,IL,2023-10,יהיה טוב,Jasmin Moallem,700
321,61983,IL,2023-10,יהיה טוב & מים שקופים,"Omer Adam, Jasmin Moallem",686
322,61991,IL,2023-10,לצאת מדיכאון,יגל אושרי,672
323,61968,IL,2023-10,אהבה,Osher Cohen,649
324,61984,IL,2023-10,יחפים,Jasmin Moallem,634
325,61958,IL,2023-10,Si No Estás,iñigo quintero,631
326,61985,IL,2023-10,ככה וככה,Osher Cohen,621
327,61989,IL,2023-10,לאהוב אותך כל יום,"Doli & Penn, Eden Hason",609
328,61966,IL,2023-10,greedy,Tate McRae,574
329,62002,IL,2023-10,עזבת ת'בית,"Peled, Nastia Rod",557
330,63705,IN,2023-10,Chaleya,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",695
331,63750,IN,2023-10,Tu hai kahan,AUR,688
332,63711,IN,2023-10,Heeriye (feat. Arijit Singh),"Jasleen Royal, Arijit Singh, Dulquer Salmaan",674
333,63736,IN,2023-10,One Love,Shubh,651
334,63744,IN,2023-10,Softly,"Karan Aujla, Ikky",611
335,63707,IN,2023-10,Cheques,Shubh,607
336,63727,IN,2023-10,Mahiye Jinna Sohna,Darshan Raval,584
337,63712,IN,2023-10,Hukum - Thalaivar Alappara,"Anirudh Ravichander, Super Subu",549
338,63758,IN,2023-10,With You,AP Dhillon,544
339,63714,IN,2023-10,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")","Vishal Mishra, Rashmeet Kaur",522
340,65459,IS,2023-10,Skína,"PATRi!K, Luigi",698
341,65438,IS,2023-10,Krumla,ICEGUYS,688
342,65454,IS,2023-10,Rúlletta,ICEGUYS,664
343,65422,IS,2023-10,Dvel ég í draumahöll,Hafdís Huld,647
344,65464,IS,2023-10,Stingið henni í steininn,ICEGUYS,636
345,65435,IS,2023-10,IDGAF (feat. Yeat),"Drake, Yeat",622
346,65451,IS,2023-10,Prada,"cassö, RAYE, D-Block Europe",618
347,65440,IS,2023-10,Litlar stjörnur,Hafdís Huld,588
348,65476,IS,2023-10,greedy,Tate McRae,557
349,65449,IS,2023-10,Paint The Town Red,Doja Cat,554
350,67919,IT,2023-10,"EVERYDAY (feat. Shiva, ANNA, Geolier)","Takagi & Ketra, Shiva, ANNA, Geolier",700
351,67913,IT,2023-10,Cadillac (feat. Artie 5ive),"Boro, Artie 5ive, Andry The Hitmaker",686
352,67936,IT,2023-10,MILANO,"BIA, Sfera Ebbasta, Fivio Foreign",661
353,67930,IT,2023-10,Insta Lova,"Marracash, Guè",649
354,67954,IT,2023-10,Si No Estás,iñigo quintero,647
355,67945,IT,2023-10,Papaya,VillaBanks,641
356,67915,IT,2023-10,Che t'o dico a fa',Angelina Mango,616
357,67965,IT,2023-10,VETRI NERI,"AVA, ANNA, Capo Plaza",590
358,67904,IT,2023-10,"BON TON (feat. Lazza, Blanco, Sfera Ebbasta & Michelangelo)","Drillionaire, Lazza, BLANCO, Sfera Ebbasta, Michelangelo",572
359,67898,IT,2023-10,ABC (feat. Bello Figo),"Slings, Bello Figo",548
360,70154,JP,2023-10,Show,Ado,700
361,70152,JP,2023-10,SPECIALZ,King Gnu,686
362,70153,JP,2023-10,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",666
363,70168,JP,2023-10,アイドル,YOASOBI,661
364,70175,JP,2023-10,勇者,YOASOBI,647
365,70187,JP,2023-10,青のすみか,Tatsuya Kitani,622
366,70165,JP,2023-10,rendez-vous,shy taupe,621
367,70140,JP,2023-10,Hana,Fujii Kaze,605
368,70142,JP,2023-10,Kaiju no Hanauta,Vaundy,586
369,70171,JP,2023-10,ダンスホール,Mrs. GREEN APPLE,572
370,71514,KR,2023-10,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",700
371,71456,KR,2023-10,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",686
372,71492,KR,2023-10,Like Crazy,Jimin,669
373,71493,KR,2023-10,Like Crazy (English Version),Jimin,644
374,71513,KR,2023-10,Set Me Free Pt.2,Jimin,615
375,71497,KR,2023-10,Love Me Again,V,609
376,71494,KR,2023-10,London Boy,Lim Young Woong,594
377,71469,KR,2023-10,Do or Die,Lim Young Woong,586
378,71515,KR,2023-10,Slow Dancing,V,570
379,71483,KR,2023-10,Grain of Sand,Lim Young Woong,558
380,73233,KZ,2023-10,Привет,Bakr,697
381,73235,KZ,2023-10,Расстояние,"Ulukmanapo, Bakr",689
382,73231,KZ,2023-10,Очи,Bakr,667
383,73241,KZ,2023-10,Чина,Irina Kairatovna,663
384,73218,KZ,2023-10,Алмата-Семей,Bonapart,624
385,73227,KZ,2023-10,Мурашки,V $ X V PRiNCE,623
386,73236,KZ,2023-10,Сирень,Bakr,612
387,73209,KZ,2023-10,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",611
388,73206,KZ,2023-10,Paint The Town Red,Doja Cat,606
389,73220,KZ,2023-10,Вредина,Bakr,577
390,74878,LT,2023-10,Strangers,Kenya Grace,700
391,74892,LT,2023-10,greedy,Tate McRae,673
392,74868,LT,2023-10,Prada,"cassö, RAYE, D-Block Europe",654
393,74897,LT,2023-10,Царица,ANNA ASTI,649
394,74864,LT,2023-10,Paint The Town Red,Doja Cat,644
395,74828,LT,2023-10,Apkabink,Jessica Shy,636
396,74831,LT,2023-10,BIZNIS,Proflame,609
397,74844,LT,2023-10,IDGAF (feat. Yeat),"Drake, Yeat",600
398,74872,LT,2023-10,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",581
399,74826,LT,2023-10,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",570
