,index,country,month,name,artists,borda_score
4522,40729,EG,2024-04,عالعموم,Shehab,1408
4523,40724,EG,2024-04,سيبك من اللي خلع - من فيلم حمص وحلاوة,"Mahmoud El Leithy, Essam Sasa",1351
4524,40709,EG,2024-04,اكشن جاي اتعارك - عيني جت علي سنيورة,Fares Sokar - فارس سكر,1314
4525,40750,EG,2024-04,هيجيلي موجوع,Tamer Ashour,1288
4526,40697,EG,2024-04,Matafetch,Marwan Pablo,1193
4527,40712,EG,2024-04,اللي نفسه فيا بيتي ميتوهش,Eslam Kabonga,1163
4528,40704,EG,2024-04,YAZMEELY,Muhab,1158
4529,40744,EG,2024-04,منحرفين ( في حضورنا الدنيا بتتشقلب ),Essam Sasa,1152
4530,42373,ES,2024-04,X'CLUSIVO - REMIX,"Gonzy, SAIKO, Arcángel",1302
4531,42306,ES,2024-04,El Conjuntito,"El Bobe, Omar Montes",1296
4532,42316,ES,2024-04,Gata Only,"FloyyMenor, Cris Mj",1287
4533,42310,ES,2024-04,FARDOS,"JC Reyes, De La Ghetto",1202
4534,42324,ES,2024-04,LA RANGER (feat. Myke Towers),"The Academy: Segunda Misión, Sech, Justin Quiles, Lenny Tavárez, Dalex, Dímelo Flow, Myke Towers",1154
4535,42327,ES,2024-04,LUNA,"Feid, ATL Jacob",1124
4536,42332,ES,2024-04,Lo Que Tiene,"Morad, Beny Jr, Rvfv",1111
4537,42322,ES,2024-04,LA FALDA,Myke Towers,1106
4538,42283,ES,2024-04,BBY BOO - REMIX,"iZaak, Jhayco, Anuel AA",1100
4539,42274,ES,2024-04,1000COSAS,"Lola Indigo, Manuel Turizo",1019
4540,44264,FI,2024-04,Timanttei,Mirella,1449
4541,44273,FI,2024-04,Uuteen eiliseen,Mirella,1399
4542,44272,FI,2024-04,Uus Bitch,OLGA,1387
4543,44286,FI,2024-04,i like the way you kiss me,Artemas,1364
4544,44198,FI,2024-04,Heikkouteni (feat. TUULI),"Jore & Zpoppa, TUULI",1337
4545,44210,FI,2024-04,Kissa (feat. Averagekidluke),"AHTI, Averagekidluke",1248
4546,44269,FI,2024-04,Tunnista tuntiin,"Ege Zulu, BEHM",1229
4547,44267,FI,2024-04,Tuhoaisti,KUUMAA,1205
4548,44246,FI,2024-04,Satama,KUUMAA,1045
4549,44204,FI,2024-04,Jos puhutaan totta,ANI,1003
4550,46425,FR,2024-04,Petit génie,"Jungeli, Imen Es, Alonzo, Abou Debeing, Lossa",1459
4551,46378,FR,2024-04,Beautiful Things,Benson Boone,1442
4552,46437,FR,2024-04,Temps en temps,"Zola, Koba LaD",1442
4553,46427,FR,2024-04,Position,Franglish,1423
4554,46415,FR,2024-04,MAMI WATA,"Gazo, Tiakola",1366
4555,46450,FR,2024-04,i like the way you kiss me,Artemas,1314
4556,46385,FR,2024-04,Ceux qu'on était,Pierre Garnier,1258
4557,46420,FR,2024-04,Oh qu'elle est belle,"Jul, DYSTINCT",1215
4558,46403,FR,2024-04,I love you,"Dadju, Tayc",1198
4559,46414,FR,2024-04,Lose Control,Teddy Swims,1197
4560,48469,GB,2024-04,Too Sweet,Hozier,1271
4561,48482,GB,2024-04,i like the way you kiss me,Artemas,1225
4562,48453,GB,2024-04,Stick Season,Noah Kahan,1202
4563,48389,GB,2024-04,Beautiful Things,Benson Boone,1197
4564,48402,GB,2024-04,End of Beginning,Djo,1106
4565,48433,GB,2024-04,Lose Control,Teddy Swims,1100
4566,48385,GB,2024-04,Austin,Dasha,1027
4567,48490,GB,2024-04,we can't be friends (wait for your love),Ariana Grande,1007
4568,48455,GB,2024-04,TEXAS HOLD 'EM,Beyoncé,1003
4569,48448,GB,2024-04,Scared To Start,Michael Marcagi,961
4570,50217,GR,2024-04,Taxidi,Marina Spanou,1370
4571,50209,GR,2024-04,Siga To Prama,Anastasia,1321
4572,50127,GR,2024-04,0-100,Fy,1315
4573,50154,GR,2024-04,Drugs N Bass,"Hawk, Light, X ORFEAS",1255
4574,50178,GR,2024-04,MBAPPE,"SIDARTA, Light, Sin Laurent",1238
4575,50180,GR,2024-04,MILLION,"RACK, Beyond",1237
4576,50150,GR,2024-04,Death Before Dishonor,"Light, Kidd",1216
4577,50226,GR,2024-04,ZARI,Marina Satti,1133
4578,50139,GR,2024-04,Allou,"TOQUEL, LILA, Beyond",1131
4579,50142,GR,2024-04,Arga,"Light, Trannos",1063
4580,52075,GT,2024-04,Corazón de Piedra,Xavi,1484
4581,52099,GT,2024-04,La Diabla,Xavi,1450
4582,52104,GT,2024-04,Madonna,"Natanael Cano, Oscar Maydon",1419
4583,52095,GT,2024-04,LUNA,"Feid, ATL Jacob",1407
4584,52087,GT,2024-04,Gata Only,"FloyyMenor, Cris Mj",1393
4585,52101,GT,2024-04,La Víctima,Xavi,1299
4586,52133,GT,2024-04,Y LLORO,Junior H,1270
4587,52119,GT,2024-04,Regalo De Dios,Julión Álvarez y su Norteño Banda,1257
4588,52128,GT,2024-04,TÚ NAME,Fuerza Regida,1229
4589,52116,GT,2024-04,Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",1215
4590,53709,HK,2024-04,Magnetic,ILLIT,1489
4591,53741,HK,2024-04,岩巉,Keung To,1456
4592,53763,HK,2024-04,黑月,Keung To,1422
4593,53749,HK,2024-04,濤,Keung To,1378
4594,53690,HK,2024-04,Dummy,Keung To,1342
4595,53687,HK,2024-04,"Dear My Friend,",Keung To,1303
4596,53705,HK,2024-04,Love Me Again,V,1240
4597,53694,HK,2024-04,FRI(END)S,V,1239
4598,53708,HK,2024-04,MY LIFE,Anson Lo 盧瀚霆,1234
4599,53764,HK,2024-04,黑玻璃,Kaho Hung,1187
4600,55404,HN,2024-04,LUNA,"Feid, ATL Jacob",1475
4601,55393,HN,2024-04,Gata Only,"FloyyMenor, Cris Mj",1442
4602,55408,HN,2024-04,La Diabla,Xavi,1434
4603,55399,HN,2024-04,LA FALDA,Myke Towers,1387
4604,55423,HN,2024-04,PERRO NEGRO,"Bad Bunny, Feid",1362
4605,55387,HN,2024-04,Es un Secreto,Plan B,1327
4606,55439,HN,2024-04,Según Quién,"Maluma, Carin Leon",1303
4607,55379,HN,2024-04,Corazón de Piedra,Xavi,1289
4608,55433,HN,2024-04,Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",1237
4609,55409,HN,2024-04,La Víctima,Xavi,1176
4610,57262,HU,2024-04,i like the way you kiss me,Artemas,1480
4611,57245,HU,2024-04,Tiara,Manuel,1398
4612,57276,HU,2024-04,Úgy Hiszem,Pogány Induló,1325
4613,57238,HU,2024-04,Székelykapu,"Pogány Induló, Parno Graszt",1244
4614,57256,HU,2024-04,cipoe,Azahriah,1235
4615,57222,HU,2024-04,Mámor,Pogány Induló,1202
4616,57263,HU,2024-04,introvertált dal,Azahriah,1170
4617,57246,HU,2024-04,Too Sweet,Hozier,1146
4618,57231,HU,2024-04,Rampapapam,"DESH, Young Fly, Azahriah, Lord Panamo",1027
4619,57260,HU,2024-04,greedy,Tate McRae,969
4620,58956,ID,2024-04,drunk text,Henry Moodie,1500
4621,58907,ID,2024-04,End of Beginning,Djo,1464
4622,58959,ID,2024-04,we can't be friends (wait for your love),Ariana Grande,1438
4623,58958,ID,2024-04,penjaga hati,Nadhif Basalamah,1385
4624,58946,ID,2024-04,Tak Dianggap,Lyodra,1306
4625,58925,ID,2024-04,Mati-Matian,Mahalini,1305
4626,58957,ID,2024-04,intro (end of the world),Ariana Grande,1287
4627,58924,ID,2024-04,Masih Hatiku,"Arsy Widianto, Tiara Andini",1279
4628,58932,ID,2024-04,Pesan Terakhir,Lyodra,1264
4629,58905,ID,2024-04,"Dia Masa Lalumu, Aku Masa Depanmu",Vionita,1248
4630,60594,IE,2024-04,Too Sweet,Hozier,1294
4631,60580,IE,2024-04,Stick Season,Noah Kahan,1217
4632,60516,IE,2024-04,Beautiful Things,Benson Boone,1199
4633,60603,IE,2024-04,i like the way you kiss me,Artemas,1199
4634,60573,IE,2024-04,Scared To Start,Michael Marcagi,1133
4635,60532,IE,2024-04,End of Beginning,Djo,1102
4636,60514,IE,2024-04,Austin,Dasha,1078
4637,60517,IE,2024-04,Belong Together,Mark Ambor,1050
4638,60561,IE,2024-04,Lose Control,Teddy Swims,1034
4639,60610,IE,2024-04,we can't be friends (wait for your love),Ariana Grande,1025
4640,62530,IL,2024-04,רק שלך,Omer Adam,1444
4641,62500,IL,2024-04,לילות וקללות,Omer Adam,1398
4642,62507,IL,2024-04,מנגן ושר,Osher Cohen,1386
4643,62504,IL,2024-04,מבת ים ועד הנצח,Omer Adam,1312
4644,62526,IL,2024-04,צוחקת ובוכה,Eden Hason,1274
4645,62496,IL,2024-04,כסף או דמעות,Omer Adam,1229
4646,62445,IL,2024-04,Beautiful Things,Benson Boone,1220
4647,62508,IL,2024-04,משהו אמיתי בעיניים,ששון איפרם שאולוב,1203
4648,62510,IL,2024-04,נאדי באדי,"שחר טבוך, Agam Buhbut",1175
4649,62456,IL,2024-04,Hurricane,Eden Golan,1160
4650,64220,IN,2024-04,Pehle Bhi Main,"Vishal Mishra, Raj Shekhar",1250
4651,64175,IN,2024-04,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Mitraz,1214
4652,64227,IN,2024-04,"Satranga (From ""ANIMAL"")","Arijit Singh, Shreyas Puranik, Siddharth - Garima",1185
4653,64192,IN,2024-04,Husn,Anuv Jain,1173
4654,64234,IN,2024-04,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Raghav, Tanishk Bagchi, Asees Kaur",1091
4655,64217,IN,2024-04,"Naina (From ""Crew"")","Diljit Dosanjh, Badshah, Raj Ranjodh",1070
4656,64218,IN,2024-04,O Maahi,"Pritam, Arijit Singh, Irshad Kamil",1067
4657,64236,IN,2024-04,Tu hai kahan,AUR,1048
4658,64182,IN,2024-04,Chaleya,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",1026
4659,64231,IN,2024-04,Soulmate,"Badshah, Arijit Singh",1023
4660,66199,IS,2024-04,i like the way you kiss me,Artemas,1279
4661,66150,IS,2024-04,Like That,"Future, Metro Boomin, Kendrick Lamar",1215
4662,66172,IS,2024-04,Skína,"PATRi!K, Luigi",1170
4663,66190,IS,2024-04,Too Sweet,Hozier,1153
4664,66115,IS,2024-04,Dvel ég í draumahöll,Hafdís Huld,1145
4665,66107,IS,2024-04,CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",1073
4666,66170,IS,2024-04,Sama um,"PATRi!K, Daniil",1043
4667,66101,IS,2024-04,Beautiful Things,Benson Boone,1016
4668,66134,IS,2024-04,Hef Verið Verri,Herra Hnetusmjör,1007
4669,66203,IS,2024-04,we can't be friends (wait for your love),Ariana Grande,992
4670,68575,IT,2024-04,DOPO LE 4 (feat. Bresh & Tedua),"Tony Effe, Bresh, Tedua",1473
4671,68569,IT,2024-04,COME UN TUONO (feat. Guè),"Rose Villain, Guè",1453
4672,68612,IT,2024-04,MIU MIU,Tony Effe,1442
4673,68551,IT,2024-04,100 MESSAGGI,Lazza,1406
4674,68601,IT,2024-04,L'ULTIMA POESIA,"Geolier, Ultimo",1378
4675,68596,IT,2024-04,"I P’ ME, TU P’ TE",Geolier,1296
4676,68639,IT,2024-04,TUTA GOLD,Mahmood,1278
4677,68589,IT,2024-04,Gata Only,"FloyyMenor, Cris Mj",1242
4678,68550,IT,2024-04,00,Artie 5ive,1232
4679,68636,IT,2024-04,Sinceramente,Annalisa,1176
4680,70497,JP,2024-04,Bling-Bang-Bang-Born,Creepy Nuts,1500
4681,70507,JP,2024-04,Magnetic,ILLIT,1450
4682,70542,JP,2024-04,幾億光年,Omoinotake,1448
4683,70529,JP,2024-04,タイムパラドックス,Vaundy,1389
4684,70545,JP,2024-04,晩餐歌,tuki.,1325
4685,70527,JP,2024-04,ケセラセラ,Mrs. GREEN APPLE,1245
4686,70524,JP,2024-04,アイドル,YOASOBI,1236
4687,70526,JP,2024-04,オレンジ,SPYAIR,1158
4688,70537,JP,2024-04,二度寝,Creepy Nuts,1148
4689,70558,JP,2024-04,鬼ノ宴,友成空,1137
4690,71994,KR,2024-04,Like Crazy,Jimin,1441
4691,72004,KR,2024-04,Magnetic,ILLIT,1426
4692,72023,KR,2024-04,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",1389
4693,71995,KR,2024-04,Like Crazy (English Version),Jimin,1360
4694,72022,KR,2024-04,Set Me Free Pt.2,Jimin,1326
4695,71957,KR,2024-04,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",1299
4696,71965,KR,2024-04,Closer Than This,Jimin,1270
4697,72029,KR,2024-04,Standing Next to You,Jung Kook,1250
4698,71972,KR,2024-04,EASY,LE SSERAFIM,1116
4699,71969,KR,2024-04,Do or Die,Lim Young Woong,1049
4700,73663,KZ,2024-04,i like the way you kiss me,Artemas,1499
4701,73684,KZ,2024-04,Мир на двоих,Xcho,1429
4702,73688,KZ,2024-04,Очи,Bakr,1405
4703,73685,KZ,2024-04,Можно я с тобой (can i come with you),AP$ENT,1372
4704,73694,KZ,2024-04,Сирень,Bakr,1340
4705,73693,KZ,2024-04,Расстояние,"Ulukmanapo, Bakr",1301
4706,73669,KZ,2024-04,Алмата-Семей,Bonapart,1299
4707,73648,KZ,2024-04,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",1276
4708,73665,KZ,2024-04,juice,daryana,1216
4709,73689,KZ,2024-04,Последняя Любовь,MORGENSHTERN,1200
4710,75534,LT,2024-04,i like the way you kiss me,Artemas,1300
4711,75522,LT,2024-04,Too Sweet,Hozier,1242
4712,75489,LT,2024-04,Luktelk,Silvester Belt,1197
4713,75456,LT,2024-04,Beržas (feat. Monika Liu),"Free Finga, Monika LIU",1193
4714,75465,LT,2024-04,End of Beginning,Djo,1192
4715,75450,LT,2024-04,Apkabink,Jessica Shy,1147
4716,75535,LT,2024-04,if u think i'm pretty,Artemas,1084
4717,75454,LT,2024-04,Beautiful Things,Benson Boone,1061
4718,75459,LT,2024-04,CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",1055
4719,75533,LT,2024-04,greedy,Tate McRae,979
4720,77725,LU,2024-04,i like the way you kiss me,Artemas,1274
4721,77629,LU,2024-04,Beautiful Things,Benson Boone,1273
4722,77674,LU,2024-04,Lose Control,Teddy Swims,1214
4723,77724,LU,2024-04,greedy,Tate McRae,1134
4724,77698,LU,2024-04,TEXAS HOLD 'EM,Beyoncé,1124
4725,77685,LU,2024-04,Petit génie,"Jungeli, Imen Es, Alonzo, Abou Debeing, Lossa",1106
4726,77692,LU,2024-04,Si No Estás,iñigo quintero,1064
4727,77696,LU,2024-04,Stumblin' In,CYRIL,1008
4728,77647,LU,2024-04,End of Beginning,Djo,1005
4729,77707,LU,2024-04,Too Sweet,Hozier,963
4730,80412,LV,2024-04,i like the way you kiss me,Artemas,1300
4731,80350,LV,2024-04,Nārnija,"OLAS, Esmeralda, heywhosthatkid",1270
4732,80391,LV,2024-04,Too Sweet,Hozier,1220
4733,80275,LV,2024-04,CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",1188
4734,80291,LV,2024-04,End of Beginning,Djo,1184
4735,80393,LV,2024-04,Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",1106
4736,80270,LV,2024-04,Beautiful Things,Benson Boone,1076
4737,80295,LV,2024-04,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",1022
4738,80338,LV,2024-04,Like That,"Future, Metro Boomin, Kendrick Lamar",1019
4739,80413,LV,2024-04,if u think i'm pretty,Artemas,1019
4740,82500,MA,2024-04,POPO,Stormy,1340
4741,82454,MA,2024-04,BLUE LOVE,ElGrandeToto,1309
4742,82490,MA,2024-04,MARADONA,Stormy,1286
4743,82465,MA,2024-04,Dawk Lya,Snor,1226
4744,82502,MA,2024-04,RAZONES (feat. Morad),"ElGrandeToto, Morad",1185
4745,82448,MA,2024-04,3DABI,Draganov,1163
4746,82464,MA,2024-04,DELLALI (feat. Hamza),"ElGrandeToto, Hamza",1146
4747,82496,MA,2024-04,NIKEY,"Stormy, Dizzy DROS",1083
4748,82498,MA,2024-04,Oh qu'elle est belle,"Jul, DYSTINCT",1042
4749,82489,MA,2024-04,MAGHRIBI,ElGrandeToto,1019
4750,84184,MX,2024-04,Madonna,"Natanael Cano, Oscar Maydon",1499
4751,84150,MX,2024-04,Corazón de Piedra,Xavi,1433
4752,84167,MX,2024-04,Gata Only,"FloyyMenor, Cris Mj",1395
4753,84217,MX,2024-04,TÚ NAME,Fuerza Regida,1311
4754,84174,MX,2024-04,LA PEOPLE II,"Peso Pluma, Tito Double P, Joel De La P",1309
4755,84178,MX,2024-04,La Diabla,Xavi,1304
4756,84190,MX,2024-04,"Natanael Cano: Bzrp Music Sessions, Vol. 59","Bizarrap, Natanael Cano",1274
4757,84203,MX,2024-04,ROCKSTAR,Junior H,1245
4758,84161,MX,2024-04,Entre las de 20,"Bizarrap, Natanael Cano",1196
4759,84158,MX,2024-04,El Boss,"Gabito Ballesteros, Natanael Cano",1194
4760,85819,MY,2024-04,Magnetic,ILLIT,1486
4761,85880,MY,2024-04,we can't be friends (wait for your love),Ariana Grande,1471
4762,85872,MY,2024-04,drunk text,Henry Moodie,1412
4763,85793,MY,2024-04,End of Beginning,Djo,1385
4764,85877,MY,2024-04,penjaga hati,Nadhif Basalamah,1262
4765,85875,MY,2024-04,intro (end of the world),Ariana Grande,1216
4766,85838,MY,2024-04,SHEESH,BABYMONSTER,1210
4767,85829,MY,2024-04,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",1208
4768,85841,MY,2024-04,Saturn,SZA,1197
4769,85873,MY,2024-04,greedy,Tate McRae,1091
4770,87541,NG,2024-04,Different Pattern,Seyi Vibez,1291
4771,87542,NG,2024-04,Egwu,"Chike, Mohbad",1250
4772,87610,NG,2024-04,WOTOWOTO SEASONING (feat. Black Sherif),"ODUMODUBLVCK, Black Sherif",1204
4773,87531,NG,2024-04,Cast,"Shallipopi, ODUMODUBLVCK",1153
4774,87593,NG,2024-04,Romeo Must Die (RMD),"Ruger, Bnxn",1106
4775,87530,NG,2024-04,Cana,Seyi Vibez,1078
4776,87608,NG,2024-04,"Tshwala Bam (feat. S.N.E, EeQue)","TitoM, Yuppe, EeQue, S.N.E",1072
4777,87521,NG,2024-04,BLOOD ON THE DANCE FLOOR (feat. Bloody Civilian and Wale),"ODUMODUBLVCK, Bloody Civilian, Wale",1005
4778,87533,NG,2024-04,Commas,Ayra Starr,964
4779,87596,NG,2024-04,Showa,Kizz Daniel,929
4780,89414,NI,2024-04,LUNA,"Feid, ATL Jacob",1474
4781,89418,NI,2024-04,La Diabla,Xavi,1458
4782,89450,NI,2024-04,Según Quién,"Maluma, Carin Leon",1406
4783,89397,NI,2024-04,Es un Secreto,Plan B,1378
4784,89403,NI,2024-04,Gata Only,"FloyyMenor, Cris Mj",1377
4785,89410,NI,2024-04,LA FALDA,Myke Towers,1279
4786,89434,NI,2024-04,PERRO NEGRO,"Bad Bunny, Feid",1278
4787,89420,NI,2024-04,La Víctima,Xavi,1229
4788,89394,NI,2024-04,EL AMOR DE SU VIDA,"Grupo Frontera, Grupo Firme",1223
4789,89386,NI,2024-04,Corazón de Piedra,Xavi,1214
4790,91353,NL,2024-04,Pretty Girls,Frenna,1271
4791,91325,NL,2024-04,Europapa,Joost,1252
4792,91387,NL,2024-04,i like the way you kiss me,Artemas,1184
4793,91365,NL,2024-04,Stumblin' In,CYRIL,1171
4794,91310,NL,2024-04,Beautiful Things,Benson Boone,1141
4795,91367,NL,2024-04,TEXAS HOLD 'EM,Beyoncé,1126
4796,91366,NL,2024-04,Sugardaddy,Roxy Dekker,1100
4797,91356,NL,2024-04,Satisfyer,Roxy Dekker,1090
4798,91323,NL,2024-04,Entourage,Bankzitters,1026
4799,91361,NL,2024-04,Stick Season,Noah Kahan,1012
4800,93273,NO,2024-04,Bærum Bitches (Mannschaft),"Søte og Rare Gutter, Mannschaft",1281
4801,93364,NO,2024-04,i like the way you kiss me,Artemas,1234
4802,93332,NO,2024-04,SOLDAT - RMX,"VC Barre, Golfklubb, Pablo Paz, takenoelz",1179
4803,93353,NO,2024-04,Too Sweet,Hozier,1175
4804,93267,NO,2024-04,Beautiful Things,Benson Boone,1168
4805,93265,NO,2024-04,Austin,Dasha,1046
4806,93367,NO,2024-04,we can't be friends (wait for your love),Ariana Grande,1045
4807,93270,NO,2024-04,Belong Together,Mark Ambor,989
4808,93281,NO,2024-04,End of Beginning,Djo,972
4809,93317,NO,2024-04,Lose Control,Teddy Swims,956
4810,95350,NZ,2024-04,Too Sweet,Hozier,1276
4811,95261,NZ,2024-04,Beautiful Things,Benson Boone,1237
4812,95307,NZ,2024-04,Lose Control,Teddy Swims,1167
4813,95361,NZ,2024-04,i like the way you kiss me,Artemas,1166
4814,95276,NZ,2024-04,End of Beginning,Djo,1136
4815,95327,NZ,2024-04,Saturn,SZA,1082
4816,95335,NZ,2024-04,Stick Season,Noah Kahan,1071
4817,95305,NZ,2024-04,Like That,"Future, Metro Boomin, Kendrick Lamar",1044
4818,95370,NZ,2024-04,we can't be friends (wait for your love),Ariana Grande,1035
4819,95337,NZ,2024-04,TEXAS HOLD 'EM,Beyoncé,914
4820,97129,PA,2024-04,LUNA,"Feid, ATL Jacob",1479
4821,97173,PA,2024-04,Ya Ya,Boza,1459
4822,97125,PA,2024-04,LA RANGER (feat. Myke Towers),"The Academy: Segunda Misión, Sech, Justin Quiles, Lenny Tavárez, Dalex, Dímelo Flow, Myke Towers",1383
4823,97176,PA,2024-04,Yo Te Llamo,"JEYSON, SMILE BEATS",1364
4824,97119,PA,2024-04,Gata Only,"FloyyMenor, Cris Mj",1357
4825,97150,PA,2024-04,PERRO NEGRO,"Bad Bunny, Feid",1331
4826,97124,PA,2024-04,LA FALDA,Myke Towers,1276
4827,97091,PA,2024-04,AMARGURA,KAROL G,1175
4828,97132,PA,2024-04,La Diabla,Xavi,1130
4829,97166,PA,2024-04,Tu Buay,"Valentino GRM, SMILE BEATS",1130
4830,98909,PE,2024-04,Gata Only,"FloyyMenor, Cris Mj",1390
4831,98915,PE,2024-04,LUNA,"Feid, ATL Jacob",1377
4832,98912,PE,2024-04,LA FALDA,Myke Towers,1328
4833,98889,PE,2024-04,AMARGURA,KAROL G,1265
4834,98960,PE,2024-04,Una Foto Remix (feat. Emilia),"Mesita, Nicki Nicole, Tiago PZK, Emilia",1252
4835,98938,PE,2024-04,PERRO NEGRO,"Bad Bunny, Feid",1246
4836,98942,PE,2024-04,QLONA,"KAROL G, Peso Pluma",1166
4837,98941,PE,2024-04,Piel,"Tiago PZK, Ke Personajes",1161
4838,98948,PE,2024-04,Según Quién,"Maluma, Carin Leon",1151
4839,98916,PE,2024-04,La Bachata,Manuel Turizo,1123
4840,100426,PH,2024-04,Babaero,"gins&melodies, Hev Abi",1480
4841,100496,PH,2024-04,Walang Alam,Hev Abi,1412
4842,100506,PH,2024-04,we can't be friends (wait for your love),Ariana Grande,1398
4843,100425,PH,2024-04,Alam Mo Ba Girl,Hev Abi,1357
4844,100473,PH,2024-04,Pantropiko,BINI,1327
4845,100434,PH,2024-04,End of Beginning,Djo,1314
4846,100463,PH,2024-04,Makasarili Malambing (feat. Hev Abi),"Kristina Dawn, Hev Abi",1314
4847,100483,PH,2024-04,Sumugal,"Hev Abi, Unotheone, LK",1220
4848,100504,PH,2024-04,intro (end of the world),Ariana Grande,1204
4849,100484,PH,2024-04,TAKE ALL THE LOVE,Arthur Nery,1185
4850,101984,PK,2024-04,"Ishq - From ""Lost;Found""","Faheem Abdullah, Rauhan Malik",1494
4851,102011,PK,2024-04,Sadqay,"Aashir Wajahat, NAYEL, Nehaal Naseem",1451
4852,102008,PK,2024-04,Pehle Bhi Main,"Vishal Mishra, Raj Shekhar",1410
4853,101982,PK,2024-04,Husn,Anuv Jain,1387
4854,101959,PK,2024-04,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Mitraz,1347
4855,102031,PK,2024-04,Wishes,"Hasan Raheem, Umair, Talwiinder",1310
4856,102028,PK,2024-04,Ve Haaniyaan,"Danny, Avvy Sra, Sagar",1292
4857,102003,PK,2024-04,"Naina (From ""Crew"")","Diljit Dosanjh, Badshah, Raj Ranjodh",1258
4858,101990,PK,2024-04,King Shit,Shubh,1252
4859,101964,PK,2024-04,Bandana,Shubh,1206
4860,103856,PL,2024-04,i like the way you kiss me,Artemas,1495
4861,103852,PL,2024-04,Woda Księżycowa,"Kubi Producent, bambi, Fukaj, stickxr",1405
4862,103783,PL,2024-04,Drive,"Gibbs, Opał, Jonatan, 4Money",1369
4863,103829,PL,2024-04,Przester,"Young Leosia, bambi, PG$, francis",1338
4864,103795,PL,2024-04,HERO,"Kizo, Bletka",1330
4865,103840,PL,2024-04,Te numery,"Young Leosia, bambi, PG$, francis",1304
4866,103817,PL,2024-04,Ne Rozumiju,Vixen,1265
4867,103831,PL,2024-04,RING RING,"Waima, Deemz, YARSKI",1256
4868,103776,PL,2024-04,Chyba że z Tobą,"MODELKI, Vłodarski",1192
4869,103770,PL,2024-04,Beautiful Things,Benson Boone,1128
4870,105916,PT,2024-04,Bênção,"Mizzy Miles, Van Zee, Bispo",1462
4871,105907,PT,2024-04,Alô,"Dillaz, Plutonio",1445
4872,105973,PT,2024-04,Qual é seu desejo?,"Tz da Coronel, Ryu, The Runner, Nagalli, Cúpula",1434
4873,105984,PT,2024-04,Tata,Slow J,1385
4874,105913,PT,2024-04,Beautiful Things,Benson Boone,1359
4875,105946,PT,2024-04,Habibi,Dillaz,1318
4876,105968,PT,2024-04,POCPOC,PEDRO SAMPAIO,1247
4877,105910,PT,2024-04,Aquariano Nato,"MC Saci, Complexo dos Hits, DJ Sammer, Mc Pretchako",1218
4878,105977,PT,2024-04,Samba de Malandro,"MC Paulin da Capital, Love Funk, Mc Piedro, Dj GM, DJ WN, MC Ryan SP, Mc Daniel",1180
4879,105999,PT,2024-04,i like the way you kiss me,Artemas,1173
4880,107695,PY,2024-04,Piel,"Tiago PZK, Ke Personajes",1296
4881,107673,PY,2024-04,Gata Only,"FloyyMenor, Cris Mj",1272
4882,107678,PY,2024-04,LUNA,"Feid, ATL Jacob",1251
4883,107707,PY,2024-04,Una Foto Remix (feat. Emilia),"Mesita, Nicki Nicole, Tiago PZK, Emilia",1214
4884,107676,PY,2024-04,LA FALDA,Myke Towers,1178
4885,107674,PY,2024-04,HOLA PERDIDA,"Luck Ra, KHEA",1173
4886,107704,PY,2024-04,Según Quién,"Maluma, Carin Leon",1128
4887,107680,PY,2024-04,La Diabla,Xavi,1078
4888,107698,PY,2024-04,QLONA,"KAROL G, Peso Pluma",1064
4889,107692,PY,2024-04,PERRO NEGRO,"Bad Bunny, Feid",1031
4890,109396,RO,2024-04,"Guli Guli - From ""Buzz House"" The Movie","rares, Bogdan DLP",1363
4891,109467,RO,2024-04,i like the way you kiss me,Artemas,1329
4892,109368,RO,2024-04,Burj Khalifa,"Tzanca Uraganu, Sheik",1305
4893,109383,RO,2024-04,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",1157
4894,109373,RO,2024-04,Ciocolata,Tzanca Uraganu,1121
4895,109440,RO,2024-04,Sistem Otoman,"Tony One, Costel Biju",1112
4896,109436,RO,2024-04,Romeo si Julieta,Alex Botea,1064
4897,109450,RO,2024-04,Too Sweet,Hozier,1034
4898,109399,RO,2024-04,HOT - From Miami Bici 2 The Movie,"Tzanca Uraganu, Andrei G, Ministerul Manelelor",1014
